Ex-dividend date,divCash,splitFactor,div_ratio,ticker,DecDay,Time,Link,FundamentLink,PreNewsPrice,OpenPrice,MaxBeforeRecord,MinBeforeRecord,CloseBeforeRecord,OpenAtRecord,AvgVol,DayDiff,positive_close,GapToDiv,DivToPrice,month,week,weekday,GapAbsolute,predict,Gain
2007-03-15,0.4,1.0,0.021609941,VGR,2007-03-07,AMC,https://www.stockwatch.com/News/Item/U-b005998-U!VGR-20070307/U/VGR,https://www.stockwatch.com/Quote/Fundamentals?U:VGR,17.96,18.0,19.0,17.95,18.51,18.29,303135.0,8,1,0.09999999999999787,2.23,3,10,2,0.03999999999999915,0.7071176025671405,1.0283333333333333
2007-03-15,0.41,1.0,0.022126282,ARCC,2007-03-08,DAY,https://www.stockwatch.com/News/Item/U-b005260-U!ARCC-20070308/U/ARCC,https://www.stockwatch.com/Quote/Fundamentals?U:ARCC,18.95,18.89,19.25,17.65,18.53,18.35,548810.0,7,0,-0.14634146341463103,2.16,3,10,3,-0.05999999999999872,0.709355567804459,0.9809422975119111
2007-06-01,0.5,1.0,0.028121485,GLNG,2007-03-08,DAY,https://www.stockwatch.com/News/Item/U-z0115139-U!GLNG-20070308/U/GLNG,https://www.stockwatch.com/Quote/Fundamentals?U:GLNG,13.05,13.042,18.69,12.932,17.78,17.67,69580.0,85,1,-0.01600000000000179,3.83,3,10,3,-0.008000000000000895,0.6765132557155522,1.3632878392884529
2007-04-12,1.5,1.0,0.028243269,TNP,2007-03-08,AMC,https://www.stockwatch.com/News/Item/U-pNYTH138-U!TNP-20070308/U/TNP,https://www.stockwatch.com/Quote/Fundamentals?U:TNP,46.5,46.5,55.06,46.37,53.11,51.6,77850.0,35,1,0.0,3.23,3,10,3,0.0,0.6526663696031195,1.1421505376344085
2007-03-16,0.8,1.0,0.051413882,TUESQ,2007-03-09,DAY,https://www.stockwatch.com/News/Item/U-pDAF006-U!TUES-20070309/U/TUES,https://www.stockwatch.com/Quote/Fundamentals?U:TUESQ,15.25,15.53,16.11,14.93,15.56,14.95,417865.0,7,1,0.3499999999999992,5.25,3,10,4,0.27999999999999936,0.699278528282799,1.0019317450096588
2007-03-21,0.3875,1.0,0.022607935,PSEC,2007-03-14,AMC,https://www.stockwatch.com/News/Item/U-i0226692-U!PSEC-20070314/U/PSEC,https://www.stockwatch.com/Quote/Fundamentals?U:PSEC,16.4,16.6,17.23,16.6,17.14,17.06,138385.0,7,1,0.5161290322580718,2.36,3,11,2,0.20000000000000284,0.6663064443913239,1.0325301204819277
2007-03-27,0.8,1.0,0.026990553,RAS,2007-03-15,DAY,https://www.stockwatch.com/News/Item/U-b005586-U!RAS-20070315/U/RAS,https://www.stockwatch.com/Quote/Fundamentals?U:RAS,28.41,28.91,31.28,28.33,29.64,28.9,1304670.0,12,1,0.625,2.82,3,11,3,0.5,0.6478952515017488,1.0252507782774127
2007-03-23,0.25,1.0,0.021168501,IDT,2007-03-15,AMC,https://www.stockwatch.com/News/Item/U-b006158-U!IDT-20070315/U/IDT,https://www.stockwatch.com/Quote/Fundamentals?U:IDT,11.42,11.42,11.94,11.31,11.81,11.11,440175.0,8,1,0.0,2.19,3,11,3,0.0,0.7094713747882057,1.0341506129597198
2007-03-22,0.525,1.0,0.020309478,NFJ,2007-03-16,AMC,https://www.stockwatch.com/News/Item/U-z0115669-U!NFJ-20070316/U/NFJ,https://www.stockwatch.com/Quote/Fundamentals?U:NFJ,25.450001,25.52,25.889999,25.52,25.85,25.23,269945.0,6,1,0.13333142857142716,2.06,3,11,4,0.06999899999999926,0.5051637014868416,1.0129310344827587
2007-03-29,1.0,1.0,0.052356021,SYX,2007-03-19,AMC,https://www.stockwatch.com/News/Item/U-b006144-U!SYX-20070319/U/SYX,https://www.stockwatch.com/Quote/Fundamentals?U:SYX,23.26,19.26,20.48,17.2,19.1,18.25,1002690.0,10,0,-4.0,4.3,3,12,0,-4.0,0.6912094436075245,0.9916926272066459
2007-03-28,0.39,1.0,0.023049645,RSO,2007-03-20,AMC,https://www.stockwatch.com/News/Item/U-i0228916-U!RSO-20070320/U/RSO,https://www.stockwatch.com/Quote/Fundamentals?U:RSO,17.27,17.29,17.29,16.57,16.92,16.51,184535.0,8,0,0.051282051282050184,2.26,3,12,1,0.019999999999999574,0.6827952523837483,0.9786003470213998
2007-04-03,2.5,1.0,0.25025025,LGND,2007-03-21,AMC,https://www.stockwatch.com/News/Item/U-b005872-U!LGND-20070321/U/LGND,https://www.stockwatch.com/Quote/Fundamentals?U:LGND,10.74,11.35,11.45,8.86,9.99,7.7,1140240.0,13,0,0.24399999999999977,23.28,3,12,2,0.6099999999999994,0.6087491428169584,0.8801762114537446
2007-04-12,4.75,1.0,0.123408678,HR,2007-03-26,AMC,https://www.stockwatch.com/News/Item/U-pCLM351-U!HR-20070326/U/HR,https://www.stockwatch.com/Quote/Fundamentals?U:HR,36.37,37.4,39.26,35.7,38.49,34.0,601090.0,17,1,0.21684210526315814,13.06,3,13,0,1.0300000000000011,0.6015755194717853,1.029144385026738
2007-04-13,4.02,1.0,0.241007194,TNS,2007-03-29,DAY,https://www.stockwatch.com/News/Item/U-b005108-U!TNS-20070329/U/TNS,https://www.stockwatch.com/Quote/Fundamentals?U:TNS,17.65,15.94,16.74,15.79,16.68,13.1,168775.0,15,1,-0.42537313432835805,22.78,3,13,3,-1.709999999999999,0.6427143799976072,1.0464240903387705
2007-04-04,0.1,1.0,0.020790021,IMH,2007-03-30,AMC,https://www.stockwatch.com/News/Item/U-pLAF057-U!IMH-20070330/U/IMH,https://www.stockwatch.com/Quote/Fundamentals?U:IMH,5.0,5.0,5.0,4.69,4.81,4.8,3417050.0,5,0,0.0,2.0,3,13,4,0.0,0.3355292434986444,0.962
2007-04-11,0.63,1.0,0.020316027,SUI,2007-04-02,AMC,https://www.stockwatch.com/News/Item/U-pCLM366-U!SUI-20070402/U/SUI,https://www.stockwatch.com/Quote/Fundamentals?U:SUI,31.05,31.04,31.21,30.58,31.01,30.78,144460.0,9,0,-0.015873015873018353,2.03,4,14,0,-0.010000000000001563,0.35351588100520426,0.9990335051546393
2007-04-26,0.98915,1.0,0.020965451,ING,2007-04-02,DAY,https://www.stockwatch.com/News/Item/U-pCLM242-U!ING-20070402/U/ING,https://www.stockwatch.com/Quote/Fundamentals?U:ING,42.48,42.43,47.18,42.28,47.18,46.21,646800.0,24,1,-0.05054845068998348,2.33,4,14,0,-0.04999999999999716,0.6756844096938289,1.111949092623144
2007-04-12,0.533344609,1.0,0.022148863,MVO,2007-04-09,AMC,https://www.stockwatch.com/News/Item/U-b005918-U!MVO-20070409/U/MVO,https://www.stockwatch.com/Quote/Fundamentals?U:MVO,23.89,23.52,24.14,23.46,24.08,23.51,86235.0,3,1,-0.6937353331343056,2.23,4,15,0,-0.370000000000001,0.7315971297141854,1.0238095238095237
2007-06-27,0.63,1.0,0.021701688,GPT,2007-04-11,DAY,https://www.stockwatch.com/News/Item/U-b005273-U!GPT-20070411/U/GPT,https://www.stockwatch.com/Quote/Fundamentals?U:GPT,31.05,30.03,34.86,28.22,29.03,28.6,130265.0,77,0,-1.6190476190476184,2.03,4,15,2,-1.0199999999999996,0.4453647776699164,0.9666999666999667
2007-05-09,1.0,1.0,0.03894081,VLY,2007-04-11,AMC,https://www.stockwatch.com/News/Item/U-pCLW078-U!VLY-20070411/U/VLY,https://www.stockwatch.com/Quote/Fundamentals?U:VLY,25.44,25.36,26.44,25.19,25.68,24.99,381915.0,28,1,-0.08000000000000185,3.93,4,15,2,-0.08000000000000185,0.6782099044166985,1.0126182965299684
2007-05-24,0.38,1.0,0.022822823,DHT,2007-04-13,DAY,https://www.stockwatch.com/News/Item/U-b005407-U!DHT-20070413/U/DHT,https://www.stockwatch.com/Quote/Fundamentals?U:DHT,14.65,14.87,16.75,14.85,16.65,16.14,140220.0,41,1,0.5789473684210497,2.59,4,15,4,0.21999999999999886,0.6442450638088238,1.1197041022192333
2007-05-07,13.5,1.0,0.417052827,DPZ,2007-04-17,AMC,https://www.stockwatch.com/News/Item/U-pCLTU160-U!DPZ-20070417/U/DPZ,https://www.stockwatch.com/Quote/Fundamentals?U:DPZ,33.51,35.0,35.0,31.12,32.37,19.0,347275.0,20,0,0.11037037037037052,40.29,4,16,1,1.490000000000002,0.5613592583632857,0.9248571428571428
2007-04-26,0.5,1.0,0.021987687,EGLE,2007-04-18,DAY,https://www.stockwatch.com/News/Item/U-z0117593-U!EGLE-20070418/U/EGLE,https://www.stockwatch.com/Quote/Fundamentals?U:EGLE,21.0,21.74,22.95,21.51,22.74,23.0,373880.0,8,1,1.4799999999999969,2.38,4,16,2,0.7399999999999984,0.6607782773393208,1.045998160073597
2007-05-22,0.44,1.0,0.024746907,MCGC,2007-04-19,BMO,https://www.stockwatch.com/News/Item/U-NETH045A-U!MCGC-20070419/U/MCGC,https://www.stockwatch.com/Quote/Fundamentals?U:MCGC,19.95,19.95,19.96,17.35,17.78,17.52,410775.0,33,0,0.0,2.21,4,16,3,0.0,0.6926762041227775,0.8912280701754387
2007-06-06,0.90164,1.0,0.02804479,VOD,2007-04-23,DAY,https://www.stockwatch.com/News/Item/U-pNYM016-U!VOD-20070423/U/VOD,https://www.stockwatch.com/Quote/Fundamentals?U:VOD,28.7,28.61,32.6,28.1,32.15,31.51,4107510.05,44,1,-0.09981810922319313,3.14,4,17,0,-0.08999999999999986,0.6633505211785296,1.1237329605033204
2007-05-14,0.62,1.0,0.020728853,ABR,2007-04-25,DAY,https://www.stockwatch.com/News/Item/U-pNYW066-U!ABR-20070425/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,31.76,31.58,32.13,29.344,29.91,29.4375,95200.0,19,0,-0.2903225806451666,1.95,4,17,2,-0.18000000000000327,0.2561403409567782,0.9471184293856872
2007-05-08,0.745,1.0,0.021346705,CX,2007-04-26,AMC,https://www.stockwatch.com/News/Item/U-b006529-U!CX-20070426/U/CX,https://www.stockwatch.com/Quote/Fundamentals?U:CX,33.06,32.73,36.0,31.97,34.9,34.15,4252472.35,12,1,-0.44295302013423543,2.25,4,17,3,-0.3300000000000054,0.6941233789356773,1.0663000305530095
2007-05-09,0.23,1.0,0.025027203,usa,2007-04-30,DAY,https://www.stockwatch.com/News/Item/U-i0245700-U!USA-20070430/U/USA,https://www.stockwatch.com/Quote/Fundamentals?U:usa,8.915,8.89,9.19,8.83,9.19,9.0,341425.0,9,1,-0.10869565217390686,2.58,4,18,0,-0.02499999999999858,0.7024679979021504,1.0337457817772777
2007-05-14,0.5,1.0,0.02173913,DSX,2007-05-03,DAY,https://www.stockwatch.com/News/Item/U-pNYTH070-U!DSX-20070503/U/DSX,https://www.stockwatch.com/Quote/Fundamentals?U:DSX,20.6,20.49,23.14,20.63,23.0,22.4,558745.0,11,1,-0.22000000000000597,2.43,5,18,3,-0.11000000000000298,0.712310398218911,1.1224987798926307
2007-05-14,0.3,1.0,0.020949721,HTGC,2007-05-03,AMC,https://www.stockwatch.com/News/Item/U-b006248-U!HTGC-20070503/U/HTGC,https://www.stockwatch.com/Quote/Fundamentals?U:HTGC,14.09,14.24,14.71,14.18,14.32,14.26,184395.0,11,1,0.5000000000000012,2.13,5,18,3,0.15000000000000036,0.6277953792438744,1.0056179775280898
2007-06-06,0.36,1.0,0.021151462,TICC,2007-05-08,DAY,https://www.stockwatch.com/News/Item/U-i0249573-U!TICC-20070508/U/TICC,https://www.stockwatch.com/Quote/Fundamentals?U:TICC,17.28,16.98,17.31,16.24,17.0201,16.81,67770.0,29,1,-0.8333333333333354,2.08,5,19,1,-0.3000000000000007,0.5884119570710498,1.00236160188457
2007-06-13,0.41,1.0,0.022969188,ARCC,2007-05-10,DAY,https://www.stockwatch.com/News/Item/U-b005361-U!ARCC-20070510/U/ARCC,https://www.stockwatch.com/Quote/Fundamentals?U:ARCC,18.0,17.91,19.09,17.31,17.85,17.84,800680.0,34,0,-0.2195121951219509,2.28,5,19,3,-0.08999999999999986,0.6856934418312188,0.9966499162479062
2007-05-30,0.24,1.0,0.02173913,ESEA,2007-05-10,DAY,https://www.stockwatch.com/News/Item/U-i0251063-U!ESEA-20070510/U/ESEA,https://www.stockwatch.com/Quote/Fundamentals?U:ESEA,11.5,11.49,11.89,11.0,11.04,11.55,77952.5,20,0,-0.04166666666666578,2.09,5,19,3,-0.009999999999999787,0.6408360470437303,0.9608355091383811
2007-05-21,1.24,1.0,0.031242126,NAT,2007-05-14,BMO,https://www.stockwatch.com/News/Item/U-i0252244-U!NAT-20070514/U/NAT,https://www.stockwatch.com/Quote/Fundamentals?U:NAT,39.69,40.2,41.24,39.61,39.69,38.4,259030.0,7,0,0.4112903225806493,3.12,5,20,0,0.5100000000000051,0.6589936795379685,0.9873134328358207
2007-05-22,2.02,1.0,0.107332625,HTLD,2007-05-14,AMC,https://www.stockwatch.com/News/Item/U-b006298-U!HTLD-20070514/U/HTLD,https://www.stockwatch.com/Quote/Fundamentals?U:HTLD,16.86,17.99,18.92,17.76,18.82,17.04,639120.0,8,1,0.5594059405940589,11.98,5,20,0,1.129999999999999,0.5445698143162717,1.0461367426347972
2007-08-10,0.4095,1.0,0.022686981,AEG,2007-05-21,BMO,https://www.stockwatch.com/News/Item/U-pUKSU012-U!AEG-20070520/U/AEG,https://www.stockwatch.com/Quote/Fundamentals?U:AEG,20.82,20.49,20.7,17.5,18.05,17.75,440065.0,81,0,-0.8058608058608104,1.97,5,21,0,-0.33000000000000185,0.4364605179330185,0.8809175207418254
2007-06-13,1.08,1.0,0.045879354,SWS,2007-05-24,AMC,https://www.stockwatch.com/News/Item/U-pAQTH156-U!SWS-20070524/U/SWS,https://www.stockwatch.com/Quote/Fundamentals?U:SWS,22.62,22.62,24.89,22.55,23.54,22.41,365575.0,20,1,0.0,4.77,5,21,3,0.0,0.6663822330183279,1.0406719717064543
2007-07-13,0.707,1.0,0.026669181,TY,2007-06-01,DAY,https://www.stockwatch.com/News/Item/U-pNYF068-U!TY-20070601/U/TY,https://www.stockwatch.com/Quote/Fundamentals?U:TY,26.49,26.57,26.72,25.46,26.51,25.93,181165.0,42,0,0.11315417256011577,2.67,6,22,4,0.08000000000000185,0.6919683152544142,0.9977418140760257
2007-06-13,0.61,1.0,0.023968566,CSE,2007-06-05,DAY,https://www.stockwatch.com/News/Item/U-pNETU055-U!CSE-20070605/U/CSE,https://www.stockwatch.com/Quote/Fundamentals?U:CSE,26.71,26.39,26.5,25.3,25.45,25.1,1429800.0,8,0,-0.5245901639344267,2.28,6,23,1,-0.3200000000000003,0.724459055901747,0.9643804471390678
2007-06-18,3.0,1.0,0.149253731,BAMM,2007-06-06,AMC,https://www.stockwatch.com/News/Item/U-b006135-U!BAMM-20070606/U/BAMM,https://www.stockwatch.com/Quote/Fundamentals?U:BAMM,16.81,18.58,20.7,17.71,20.1,17.57,78780.0,12,1,0.5899999999999999,17.85,6,23,2,1.7699999999999996,0.5668798204967161,1.0818083961248657
2007-08-30,0.5,1.0,0.025799794,GLNG,2007-06-07,BMO,https://www.stockwatch.com/News/Item/U-z0120999-U!GLNG-20070607/U/GLNG,https://www.stockwatch.com/Quote/Fundamentals?U:GLNG,17.55,17.72,21.13,16.35,19.38,19.03,328745.0,84,1,0.3399999999999963,2.85,6,23,3,0.16999999999999815,0.6589690727106224,1.0936794582392777
2007-06-14,0.75,1.0,0.042686397,GLNG,2007-06-07,BMO,https://www.stockwatch.com/News/Item/U-z0120999-U!GLNG-20070607/U/GLNG,https://www.stockwatch.com/Quote/Fundamentals?U:GLNG,17.55,17.72,17.95,16.99,17.57,17.22,328745.0,7,0,0.2266666666666642,4.27,6,23,3,0.16999999999999815,0.687960839257701,0.9915349887133184
2007-06-19,0.51,1.0,0.021135516,AINV,2007-06-08,AMC,https://www.stockwatch.com/News/Item/U-i0263640-U!AINV-20070608/U/AINV,https://www.stockwatch.com/Quote/Fundamentals?U:AINV,23.12,23.15,24.17,23.05,24.13,23.73,1026860.0,11,1,0.058823529411759966,2.21,6,23,4,0.029999999999997584,0.699766499581547,1.0423326133909288
2007-06-20,0.39,1.0,0.021475771,PSEC,2007-06-14,AMC,https://www.stockwatch.com/News/Item/U-i0266542-U!PSEC-20070614/U/PSEC,https://www.stockwatch.com/Quote/Fundamentals?U:PSEC,18.68,18.75,18.75,18.05,18.16,17.61,117215.0,6,0,0.1794871794871802,2.09,6,24,3,0.07000000000000028,0.6174254617942059,0.9685333333333334
2007-06-26,0.84,1.0,0.029745042,RAS,2007-06-14,AMC,https://www.stockwatch.com/News/Item/U-b005911-U!RAS-20070614/U/RAS,https://www.stockwatch.com/Quote/Fundamentals?U:RAS,28.23,29.98,30.55,28.04,28.24,27.6,903420.0,12,0,2.0833333333333335,2.98,6,24,3,1.75,0.555458806172372,0.9419613075383588
2007-06-21,0.525,1.0,0.02016129,NFJ,2007-06-15,AMC,https://www.stockwatch.com/News/Item/U-z0121449-U!NFJ-20070615/U/NFJ,https://www.stockwatch.com/Quote/Fundamentals?U:NFJ,25.709999,25.76,26.26,25.73,26.040001,25.709999,192455.0,6,1,0.09524000000000331,2.04,6,24,4,0.05000100000000174,0.4384543984736302,1.010869604037267
2007-06-27,0.41,1.0,0.027315123,RSO,2007-06-18,AMC,https://www.stockwatch.com/News/Item/U-i0267711-U!RSO-20070618/U/RSO,https://www.stockwatch.com/Quote/Fundamentals?U:RSO,16.12,16.05,16.37,14.96,15.01,14.85,183135.0,9,0,-0.17073170731707388,2.54,6,25,0,-0.07000000000000028,0.7149793010566554,0.9352024922118379
2007-07-17,2.45,1.0,0.141047784,AACC,2007-06-18,AMC,https://www.stockwatch.com/News/Item/U-pCLM136-U!AACC-20070618/U/AACC,https://www.stockwatch.com/Quote/Fundamentals?U:AACC,16.8,17.41,18.18,16.538,17.37,15.17,160684.55,29,0,0.24897959183673443,14.58,6,25,0,0.6099999999999994,0.6331119623068115,0.9977024698449167
2007-07-16,1.0,1.0,0.055555556,CORSQ,2007-06-21,AMC,https://www.stockwatch.com/News/Item/U-pAQTH123-U!CORS-20070621/U/CORS,https://www.stockwatch.com/Quote/Fundamentals?U:CORSQ,16.36,18.15,18.15,16.64,18.0,17.0,699005.05,25,0,1.7899999999999991,6.11,6,25,3,1.7899999999999991,0.5195971963358226,0.9917355371900827
2007-07-18,0.8,1.0,0.066722825,FIZZ,2007-06-25,DAY,https://www.stockwatch.com/News/Item/U-b005717-U!FIZZ-20070625/U/FIZZ,https://www.stockwatch.com/Quote/Fundamentals?U:FIZZ,11.76,11.91,12.47,11.17,11.9899,11.25,99020.0,23,1,0.18750000000000044,6.8,6,26,0,0.15000000000000036,0.6861835876038234,1.0067086481947942
