Ex-dividend date,divCash,splitFactor,div_ratio,ticker,DecDay,Time,Link,FundamentLink,PreNewsPrice,OpenPrice,MaxBeforeRecord,MinBeforeRecord,CloseBeforeRecord,OpenAtRecord,AvgVol,DayDiff,positive_close,GapToDiv,DivToPrice,month,week,weekday,GapAbsolute,predict,Gain
2009-09-23,0.22,1.0,0.023939064,OLP,2009-09-11,DAY,https://www.stockwatch.com/News/Item/U-i0536249-U!OLP-20090911/U/OLP,https://www.stockwatch.com/Quote/Fundamentals?U:OLP,8.8999,8.97,9.89,8.64,9.19,9.25,51775.0,12,1,0.3186363636363639,2.47,9,37,4,0.07010000000000005,0.7169123342329353,1.0245261984392418
2009-11-04,0.25,1.0,0.025252525,HST,2009-09-14,AMC,https://www.stockwatch.com/News/Item/U-pPH74933-U!HST-20090914/U/HST,https://www.stockwatch.com/Quote/Fundamentals?U:HST,10.91,10.93,12.2,9.64,10.25,10.33,11028890.0,51,0,0.0799999999999983,2.29,9,38,0,0.019999999999999574,0.6081030684633957,0.9377859103385179
2009-09-23,0.18,1.0,0.031578947,LXP,2009-09-15,AMC,https://www.stockwatch.com/News/Item/U-pLA76323-U!LXP-20090915/U/LXP,https://www.stockwatch.com/Quote/Fundamentals?U:LXP,5.43,5.46,5.99,5.36,5.7,5.65,1237660.0,8,1,0.16666666666666805,3.31,9,38,1,0.03000000000000025,0.5673458951765291,1.043956043956044
2009-09-28,0.405,1.0,0.030635401,IWA,2009-09-15,DAY,https://www.stockwatch.com/News/Item/U-b005319-U!IWA-20090915/U/IWA,https://www.stockwatch.com/Quote/Fundamentals?U:IWA,11.99,12.22,13.5,12.24,13.22,12.91,266101.1,13,1,0.5679012345679022,3.38,9,38,1,0.23000000000000043,0.6783019092716854,1.0818330605564648
2009-09-28,0.1,1.0,0.027548209,GRT,2009-09-17,AMC,https://www.stockwatch.com/News/Item/U-pCL77769-U!GRT-20090917/U/GRT,https://www.stockwatch.com/Quote/Fundamentals?U:GRT,4.0,4.04,4.25,3.59,3.63,3.6,1070845.0,11,0,0.40000000000000036,2.5,9,38,3,0.040000000000000036,0.5412377970705977,0.8985148514851485
2009-09-28,0.3,1.0,0.049586777,RSO,2009-09-17,DAY,https://www.stockwatch.com/News/Item/U-i0538241-U!RSO-20090917/U/RSO,https://www.stockwatch.com/Quote/Fundamentals?U:RSO,5.25,5.37,6.37,5.37,6.05,5.85,202640.0,11,1,0.40000000000000036,5.71,9,38,3,0.1200000000000001,0.6593570451771341,1.126629422718808
2009-09-29,0.12,1.0,0.030534351,CIM,2009-09-21,AMC,https://www.stockwatch.com/News/Item/U-b006411-U!CIM-20090921/U/CIM,https://www.stockwatch.com/Quote/Fundamentals?U:CIM,3.91,4.12,4.36,3.78,3.93,3.87,7422470.0,8,0,1.7499999999999998,3.07,9,39,0,0.20999999999999996,0.4925835913369833,0.9538834951456311
2009-09-28,0.215,1.0,0.023318872,ALSK,2009-09-21,AMC,https://www.stockwatch.com/News/Item/U-b006283-U!ALSK-20090921/U/ALSK,https://www.stockwatch.com/Quote/Fundamentals?U:ALSK,8.29,8.39,9.35,8.33,9.22,9.18,247835.05,7,1,0.46511627906977404,2.59,9,39,0,0.10000000000000142,0.6187883209283367,1.098927294398093
2009-09-29,0.69,1.0,0.0350788,NLY,2009-09-21,AMC,https://www.stockwatch.com/News/Item/U-b006397-U!NLY-20090921/U/NLY,https://www.stockwatch.com/Quote/Fundamentals?U:NLY,18.7,19.25,19.74,18.11,19.67,18.75,8692280.0,8,1,0.7971014492753634,3.69,9,39,0,0.5500000000000007,0.6057194417614198,1.021818181818182
2009-10-13,2.0,1.0,0.054068667,BKE,2009-09-22,DAY,https://www.stockwatch.com/News/Item/U-i0539426-U!BKE-20090922/U/BKE,https://www.stockwatch.com/Quote/Fundamentals?U:BKE,30.67,30.47,37.49,30.25,36.99,35.05,1040710.0,21,1,-0.10000000000000142,6.52,9,39,1,-0.20000000000000284,0.6431928332063092,1.213980964883492
2009-09-30,1.4,1.0,0.046235139,AGNC,2009-09-22,AMC,https://www.stockwatch.com/News/Item/U-pPH80029-U!AGNC-20090922/U/AGNC,https://www.stockwatch.com/Quote/Fundamentals?U:AGNC,29.8,30.25,31.42,29.02,30.28,28.55,429840.0,8,1,0.32142857142857095,4.7,9,39,1,0.4499999999999993,0.6373364906583154,1.0009917355371902
2009-09-30,1.15,1.0,0.038358906,HTS,2009-09-22,AMC,https://www.stockwatch.com/News/Item/U-b006573-U!HTS-20090922/U/HTS,https://www.stockwatch.com/Quote/Fundamentals?U:HTS,33.0,32.8,33.34,29.18,29.98,29.98,562322.65,8,0,-0.17391304347826336,3.48,9,39,1,-0.20000000000000284,0.6725372321928054,0.9140243902439026
2009-10-07,0.24,1.0,0.040066778,KCAP,2009-09-24,DAY,https://www.stockwatch.com/News/Item/U-z0173951-U!KCAP-20090924/U/KCAP,https://www.stockwatch.com/Quote/Fundamentals?U:KCAP,5.34,5.41,6.12,5.5,5.99,5.61,117540.0,13,1,0.29166666666666785,4.49,9,39,3,0.07000000000000028,0.5932621201484243,1.1072088724584104
2009-10-01,0.35,1.0,0.023989034,CYS,2009-09-25,AMC,https://www.stockwatch.com/News/Item/U-b005630-U!CYS-20090925/U/CYS,https://www.stockwatch.com/Quote/Fundamentals?U:CYS,14.23,14.0,14.69,13.78,14.59,14.1,144765.0,6,1,-0.6571428571428584,2.46,9,39,4,-0.23000000000000043,0.6365647021918648,1.042142857142857
2009-10-13,0.38738,1.0,0.023506068,CNSL,2009-09-25,DAY,https://www.stockwatch.com/News/Item/U-z0174063-U!CNSL-20090925/U/CNSL,https://www.stockwatch.com/Quote/Fundamentals?U:CNSL,15.66,15.63,17.33,15.59,16.48,15.94,165900.0,18,1,-0.0774433372915467,2.47,9,39,4,-0.02999999999999936,0.6896105815207537,1.054382597568778
2009-11-27,0.5,1.0,0.027367269,CVGW,2009-09-28,DAY,https://www.stockwatch.com/News/Item/U-b005140-U!CVGW-20090928/U/CVGW,https://www.stockwatch.com/Quote/Fundamentals?U:CVGW,17.7,18.5,21.0,17.51,18.27,17.65,62840.0,60,0,1.6000000000000014,2.82,9,40,0,0.8000000000000007,0.7259753414899981,0.9875675675675676
2009-10-06,0.4075,1.0,0.036061947,PSEC,2009-09-28,DAY,https://www.stockwatch.com/News/Item/U-i0541318-U!PSEC-20090928/U/PSEC,https://www.stockwatch.com/Quote/Fundamentals?U:PSEC,10.36,10.53,11.3,10.55,11.3,10.88,755990.0,8,1,0.4171779141104293,3.93,9,40,0,0.16999999999999993,0.6105373018478009,1.0731244064577399
2009-10-08,0.25,1.0,0.031685678,MFA,2009-10-01,DAY,https://www.stockwatch.com/News/Item/U-pNY83556-U!MFA-20091001/U/MFA,https://www.stockwatch.com/Quote/Fundamentals?U:MFA,8.03,7.8,8.11,7.67,7.89,7.69,5107815.0,7,1,-0.9199999999999982,3.11,10,40,3,-0.22999999999999954,0.5572632888196343,1.0115384615384615
2009-10-08,0.63,1.0,0.029773157,SUI,2009-10-01,DAY,https://www.stockwatch.com/News/Item/U-pDE84440-U!SUI-20091001/U/SUI,https://www.stockwatch.com/Quote/Fundamentals?U:SUI,21.45,20.76,21.45,19.75,21.16,20.83,125490.0,7,1,-1.0952380952380916,2.94,10,40,3,-0.6899999999999977,0.6919031646828929,1.0192678227360308
2009-10-13,2.0,1.0,0.143472023,DINE,2009-10-05,AMC,https://www.stockwatch.com/News/Item/U-i0544293-U!DINE-20091005/U/DINE,https://www.stockwatch.com/Quote/Fundamentals?U:DINE,12.19,13.25,14.02,13.1,13.94,11.35,55928.85,8,1,0.5300000000000002,16.41,10,41,0,1.0600000000000005,0.7048283590063518,1.052075471698113
2009-10-14,7.65,1.0,0.154016509,TDG,2009-10-06,AMC,https://www.stockwatch.com/News/Item/U-pCL88066-U!TDG-20091006/U/TDG,https://www.stockwatch.com/Quote/Fundamentals?U:TDG,47.74,49.84,50.9442,46.876,49.67,42.6,530555.0,8,0,0.2745098039215688,16.02,10,41,1,2.1000000000000014,0.607655329567846,0.9965890850722311
2009-10-21,0.34,1.0,0.028239203,CODI,2009-10-08,DAY,https://www.stockwatch.com/News/Item/U-pNY88930-U!CODI-20091008/U/CODI,https://www.stockwatch.com/Quote/Fundamentals?U:CODI,11.31,11.23,12.25,11.18,12.04,11.64,198190.0,13,1,-0.23529411764705901,3.01,10,41,3,-0.08000000000000007,0.7072283624914568,1.072128227960819
2009-10-28,0.28,1.0,0.036601307,ANH,2009-10-12,AMC,https://www.stockwatch.com/News/Item/U-b006147-U!ANH-20091012/U/ANH,https://www.stockwatch.com/Quote/Fundamentals?U:ANH,8.02,7.74,7.78,7.53,7.65,7.33,2070095.0,16,0,-0.9999999999999977,3.49,10,42,0,-0.27999999999999936,0.6134945171522397,0.9883720930232558
2009-10-21,0.61,1.0,0.028638498,IVR,2009-10-13,AMC,https://www.stockwatch.com/News/Item/U-b005196-U!IVR-20091013/U/IVR,https://www.stockwatch.com/Quote/Fundamentals?U:IVR,21.0,21.16,21.37,20.9,21.3,21.01,112950.0,8,1,0.26229508196721335,2.9,10,42,1,0.16000000000000014,0.7483875947126271,1.0066162570888468
2009-10-29,0.3525,1.0,0.020982143,GEL,2009-10-13,DAY,https://www.stockwatch.com/News/Item/U-b005076-U!GEL-20091013/U/GEL,https://www.stockwatch.com/Quote/Fundamentals?U:GEL,17.0,17.0,18.1,16.76,16.8,16.56,80625.0,16,0,0.0,2.07,10,42,1,0.0,0.5539365985202962,0.9882352941176471
2009-12-04,0.3,1.0,0.021111893,SFL,2009-10-13,BMO,https://www.stockwatch.com/News/Item/U-i0546730-U!SFL-20091013/U/SFL,https://www.stockwatch.com/Quote/Fundamentals?U:SFL,12.5,12.49,14.35,11.0,14.21,14.43,373325.0,52,1,-0.033333333333332625,2.4,10,42,1,-0.009999999999999787,0.4955583836546004,1.1377101681345076
2009-10-28,0.2,1.0,0.021953897,FLY,2009-10-15,DAY,https://www.stockwatch.com/News/Item/U-pSF92949-U!FLY-20091015/U/FLY,https://www.stockwatch.com/Quote/Fundamentals?U:FLY,9.42,9.39,9.49,9.09,9.11,8.92,103590.75,13,0,-0.1499999999999968,2.12,10,42,3,-0.02999999999999936,0.5819247353776684,0.9701810436634717
2009-10-28,0.44,1.0,0.020618557,DEP,2009-10-15,DAY,https://www.stockwatch.com/News/Item/U-b005598-U!DEP-20091015/U/DEP,https://www.stockwatch.com/Quote/Fundamentals?U:DEP,20.86,21.17,22.25,21.07,21.34,21.055,132821.4,13,1,0.7045454545454597,2.11,10,42,3,0.3100000000000023,0.6336612837816845,1.0080302314596126
2009-10-28,0.22,1.0,0.021093001,MSB,2009-10-19,AMC,https://www.stockwatch.com/News/Item/U-b006479-U!MSB-20091019/U/MSB,https://www.stockwatch.com/Quote/Fundamentals?U:MSB,11.12,11.21,11.32,10.2501,10.43,10.35,68195.0,9,0,0.4090909090909165,1.98,10,43,0,0.09000000000000163,0.08625118857250388,0.9304192685102586
2009-10-23,0.45,1.0,0.025083612,TOO,2009-10-20,AMC,https://www.stockwatch.com/News/Item/U-i0549646-U!TOO-20091020/U/TOO,https://www.stockwatch.com/Quote/Fundamentals?U:TOO,18.13,18.22,18.22,17.84,17.94,17.75,203076.1,3,0,0.19999999999999968,2.48,10,43,1,0.08999999999999986,0.7530658387614675,0.9846322722283206
2009-10-23,0.57,1.0,0.022335423,TGP,2009-10-20,AMC,https://www.stockwatch.com/News/Item/U-i0549647-U!TGP-20091020/U/TGP,https://www.stockwatch.com/Quote/Fundamentals?U:TGP,25.36,25.18,25.6,24.92,25.52,25.46,95375.0,3,1,-0.31578947368421006,2.25,10,43,1,-0.17999999999999972,0.7244862617480392,1.0135027799841143
2009-12-09,1.0,1.0,0.071073205,FHN,2009-10-20,AMC,https://www.stockwatch.com/News/Item/U-z0175995-U!FHN-20091020/U/FHN,https://www.stockwatch.com/Quote/Fundamentals?U:FHN,13.13,13.15,14.27,11.53,14.07,13.97,2795765.0,50,1,0.019999999999999574,7.62,10,43,1,0.019999999999999574,0.7001325144018964,1.0699619771863118
2009-10-30,0.45,1.0,0.027075812,CLMT,2009-10-20,DAY,https://www.stockwatch.com/News/Item/U-pDE94977-U!CLMT-20091020/U/CLMT,https://www.stockwatch.com/Quote/Fundamentals?U:CLMT,16.85,16.9,17.32,16.52,16.62,16.58,84277.2,10,0,0.11111111111110479,2.67,10,43,1,0.04999999999999716,0.7187985819254664,0.983431952662722
2009-11-03,0.54,1.0,0.024324324,NRP,2009-10-21,DAY,https://www.stockwatch.com/News/Item/U-pDA95996-U!NRP-20091021/U/NRP,https://www.stockwatch.com/Quote/Fundamentals?U:NRP,23.13,23.42,23.775,21.51,22.2,21.79,115525.0,13,0,0.537037037037042,2.33,10,43,2,0.2900000000000027,0.7572347840766531,0.9479077711357813
2009-10-29,0.425,1.0,0.034301856,CQP,2009-10-21,AMC,https://www.stockwatch.com/News/Item/U-pDA96417-U!CQP-20091021/U/CQP,https://www.stockwatch.com/Quote/Fundamentals?U:CQP,12.2,12.39,13.784,12.01,12.39,12.41,140790.0,8,1,0.4470588235294148,3.48,10,43,2,0.19000000000000128,0.7006051915852022,1.0
2009-10-29,0.52,1.0,0.030624264,LGCY,2009-10-22,AMC,https://www.stockwatch.com/News/Item/U-z0176296-U!LGCY-20091022/U/LGCY,https://www.stockwatch.com/Quote/Fundamentals?U:LGCY,18.66,18.85,19.06,16.31,16.98,17.02,181212.7,7,0,0.3653846153846178,2.79,10,43,3,0.19000000000000128,0.7347209657312881,0.9007957559681697
2009-10-29,0.64,1.0,0.025316456,MWE,2009-10-22,AMC,https://www.stockwatch.com/News/Item/U-b006410-U!MWE-20091022/U/MWE,https://www.stockwatch.com/Quote/Fundamentals?U:MWE,26.47,26.99,27.3,24.87,25.28,24.15,429795.0,7,0,0.8124999999999993,2.42,10,43,3,0.5199999999999996,0.6548241407707769,0.9366432011856244
2009-12-02,1.148,1.0,0.020507324,NGG,2009-10-22,AMC,https://www.stockwatch.com/News/Item/U-b006248-U!NGG-20091022/U/NGG,https://www.stockwatch.com/Quote/Fundamentals?U:NGG,49.75,48.99,56.5925,48.04,55.98,54.63,174895.0,41,1,-0.6620209059233433,2.31,10,43,3,-0.759999999999998,0.6387957766584824,1.1426821800367422
2009-11-02,0.25,1.0,0.024975025,FUN,2009-10-22,AMC,https://www.stockwatch.com/News/Item/U-pCL97171-U!FUN-20091022/U/FUN,https://www.stockwatch.com/Quote/Fundamentals?U:FUN,10.27,10.49,10.52,9.8,10.01,9.93,144450.0,11,0,0.8800000000000026,2.43,10,43,3,0.22000000000000064,0.626639441701777,0.9542421353670162
2009-11-27,0.15,1.0,0.020080321,PEI,2009-10-23,DAY,https://www.stockwatch.com/News/Item/U-b005111-U!PEI-20091023/U/PEI,https://www.stockwatch.com/Quote/Fundamentals?U:PEI,7.59,7.73,8.16,6.8,7.47,7.14,597030.0,35,0,0.9333333333333371,1.98,10,43,4,0.14000000000000057,0.05344218132838844,0.9663648124191461
2009-11-09,1.3,1.0,0.025819265,MOS,2009-10-26,DAY,https://www.stockwatch.com/News/Item/U-pCG98319-U!MOS-20091026/U/MOS,https://www.stockwatch.com/Quote/Fundamentals?U:MOS,52.04,49.88,50.48,46.16,50.35,50.59,5568690.0,14,1,-1.661538461538459,2.5,10,44,0,-2.1599999999999966,0.650027111338655,1.0094226142742582
2009-11-03,0.41,1.0,0.049516908,CPLP,2009-10-26,DAY,https://www.stockwatch.com/News/Item/U-z0176442-U!CPLP-20091026/U/CPLP,https://www.stockwatch.com/Quote/Fundamentals?U:CPLP,10.24,10.19,10.46,7.88,8.28,7.8,154280.0,8,0,-0.12195121951219687,4.0,10,44,0,-0.05000000000000071,0.6750027414833109,0.8125613346418057
2009-11-04,0.754,1.0,0.029685039,EVEP,2009-10-27,AMC,https://www.stockwatch.com/News/Item/U-i0552233-U!EVEP-20091027/U/EVEP,https://www.stockwatch.com/Quote/Fundamentals?U:EVEP,26.78,26.11,26.37,24.09,25.4,24.26,280256.05,8,0,-0.8885941644562356,2.82,10,44,1,-0.6700000000000017,0.6357529204878738,0.9728073535044044
2009-11-05,0.405,1.0,0.030178838,NMM,2009-10-27,AMC,https://www.stockwatch.com/News/Item/U-i0552250-U!NMM-20091027/U/NMM,https://www.stockwatch.com/Quote/Fundamentals?U:NMM,12.74,12.85,13.45,12.26,13.42,13.21,173585.0,9,1,0.27160493827160354,3.18,10,44,1,0.10999999999999943,0.7041316412119561,1.0443579766536966
2009-11-04,0.64,1.0,0.024325352,WPZ,2009-10-27,AMC,https://www.stockwatch.com/News/Item/U-pDA00279-U!WPZ-20091027/U/WPZ,https://www.stockwatch.com/Quote/Fundamentals?U:WPZ,24.1,24.1,27.08,22.82,26.31,26.15,233155.0,8,1,0.0,2.66,10,44,1,0.0,0.7400035091977808,1.091701244813278
2009-11-05,0.5375,1.0,0.029861111,ENP,2009-10-27,AMC,https://www.stockwatch.com/News/Item/U-b006840-U!ENP-20091027/U/ENP,https://www.stockwatch.com/Quote/Fundamentals?U:ENP,18.35,18.35,18.78,17.34,18.0,18.06,183647.2,9,0,0.0,2.93,10,44,1,0.0,0.7497961179041891,0.9809264305177111
2009-11-04,0.754,1.0,0.029685039,EVEPQ,2009-10-27,AMC,https://www.stockwatch.com/News/Item/U-i0552233-U!EVEP-20091027/U/EVEP,https://www.stockwatch.com/Quote/Fundamentals?U:EVEPQ,26.78,26.11,26.37,24.09,25.4,24.26,280256.05,8,0,-0.8885941644562356,2.82,10,44,1,-0.6700000000000017,0.6357529204878738,0.9728073535044044
2009-11-06,0.2,1.0,0.024630542,WFD,2009-10-28,DAY,https://www.stockwatch.com/News/Item/U-b005962-U!WFD-20091028/U/WFD,https://www.stockwatch.com/Quote/Fundamentals?U:WFD,8.13,8.15,8.38,8.0,8.12,8.07,82671.7,9,0,0.09999999999999787,2.46,10,44,2,0.019999999999999574,0.634270679661087,0.9963190184049079
2009-11-05,0.45,1.0,0.038927336,KSP,2009-10-28,DAY,https://www.stockwatch.com/News/Item/U-b005443-U!KSP-20091028/U/KSP,https://www.stockwatch.com/Quote/Fundamentals?U:KSP,16.9,14.0,14.35,10.5215,11.56,11.9,113492.1,8,0,-6.444444444444441,2.66,10,44,2,-2.8999999999999986,0.6299988686715698,0.8257142857142857
2009-12-07,0.25,1.0,0.029550827,FTR,2009-10-28,DAY,https://www.stockwatch.com/News/Item/U-b005978-U!FTR-20091028/U/FTR,https://www.stockwatch.com/Quote/Fundamentals?U:FTR,7.14,7.12,8.57,7.15,8.46,8.1,3066040.0,40,1,-0.0799999999999983,3.5,10,44,2,-0.019999999999999574,0.5725473210771668,1.1882022471910114
2009-12-14,7.5,1.0,0.174825175,TRA,2009-10-29,AMC,https://www.stockwatch.com/News/Item/U-b006222-U!TRA-20091029/U/TRA,https://www.stockwatch.com/Quote/Fundamentals?U:TRA,32.74,33.16,43.13,31.188,42.9,34.76,1811379.65,46,1,0.05599999999999928,22.91,10,44,3,0.4199999999999946,0.6670136969229016,1.2937273823884199
2009-11-03,0.99,1.0,0.021299484,EEP,2009-10-29,AMC,https://www.stockwatch.com/News/Item/U-i0553245-U!EEP-20091029/U/EEP,https://www.stockwatch.com/Quote/Fundamentals?U:EEP,46.39,46.62,47.29,46.08,46.48,45.31,192248.45,5,0,0.23232323232322916,2.13,10,44,3,0.22999999999999687,0.7111050573059964,0.996996996996997
2009-11-05,0.67,1.0,0.024787273,AB,2009-10-29,AMC,https://www.stockwatch.com/News/Item/U-pNY01180-U!AB-20091029/U/AB,https://www.stockwatch.com/Quote/Fundamentals?U:AB,26.37,26.98,28.63,26.0,27.03,26.93,540510.0,7,1,0.9104477611940289,2.54,10,44,3,0.6099999999999994,0.6500647990296925,1.001853224610823
2009-12-11,0.36,1.0,0.022263451,WWE,2009-10-30,AMC,https://www.stockwatch.com/News/Item/U-b006076-U!WWE-20091030/U/WWE,https://www.stockwatch.com/Quote/Fundamentals?U:WWE,13.28,13.43,16.59,13.09,16.17,15.99,157255.0,42,1,0.4166666666666677,2.71,10,44,4,0.15000000000000036,0.5867638061099356,1.2040208488458677
2009-11-09,0.6,1.0,0.020006669,MAC,2009-10-30,AMC,https://www.stockwatch.com/News/Item/U-pLA02524-U!MAC-20091030/U/MAC,https://www.stockwatch.com/Quote/Fundamentals?U:MAC,29.8,29.72,31.35,28.16,29.99,30.13,2626240.0,10,1,-0.1333333333333364,2.01,10,44,4,-0.08000000000000185,0.18648716089463072,1.009084791386272
2009-11-05,0.4625,1.0,0.024785638,EXLP,2009-10-30,AMC,https://www.stockwatch.com/News/Item/U-b006014-U!EXLP-20091030/U/EXLP,https://www.stockwatch.com/Quote/Fundamentals?U:EXLP,19.13,19.06,19.85,18.25,18.66,17.54,54580.0,6,0,-0.15135135135135197,2.42,10,44,4,-0.07000000000000028,0.762502746492744,0.9790136411332635
2009-11-12,0.2,1.0,0.031796502,UVE,2009-11-03,AMC,https://www.stockwatch.com/News/Item/U-i0554878-U!UVE-20091103/U/UVE,https://www.stockwatch.com/Quote/Fundamentals?U:UVE,5.51,5.56,6.45,5.4,6.29,6.1,131705.0,9,1,0.2499999999999991,3.63,11,45,1,0.04999999999999982,0.6328875484178588,1.131294964028777
2009-12-02,0.16,1.0,0.137931034,IPAS,2009-11-05,AMC,https://www.stockwatch.com/News/Item/U-i0555961-U!IPAS-20091105/U/IPAS,https://www.stockwatch.com/Quote/Fundamentals?U:IPAS,1.35,1.35,1.35,1.05,1.16,1.06,183124.2,27,0,0.0,11.85,11,45,3,0.0,0.6684614100090455,0.8592592592592592
2009-12-15,0.28,1.0,0.028028028,AINV,2009-11-05,AMC,https://www.stockwatch.com/News/Item/U-i0555978-U!AINV-20091105/U/AINV,https://www.stockwatch.com/Quote/Fundamentals?U:AINV,9.32,9.32,10.47,8.9704,9.99,9.69,1376210.0,40,1,0.0,3.0,11,45,3,0.0,0.550273871598007,1.0718884120171674
2009-12-11,0.35,1.0,0.028594771,ARCC,2009-11-05,DAY,https://www.stockwatch.com/News/Item/U-b005688-U!ARCC-20091105/U/ARCC,https://www.stockwatch.com/Quote/Fundamentals?U:ARCC,10.55,11.02,12.69,10.85,12.24,11.92,1720500.0,36,1,1.3428571428571396,3.32,11,45,3,0.46999999999999886,0.5216658443059209,1.1107078039927405
2009-12-08,0.15,1.0,0.025466893,TICC,2009-11-05,DAY,https://www.stockwatch.com/News/Item/U-i0555539-U!TICC-20091105/U/TICC,https://www.stockwatch.com/Quote/Fundamentals?U:TICC,5.1,5.13,5.92,5.05,5.89,5.69,97755.0,33,1,0.20000000000000168,2.94,11,45,3,0.03000000000000025,0.5773853651692221,1.1481481481481481
2009-12-17,0.32,1.0,0.036571429,BKCC,2009-11-05,DAY,https://www.stockwatch.com/News/Item/U-b005470-U!BKCC-20091105/U/BKCC,https://www.stockwatch.com/Quote/Fundamentals?U:BKCC,8.01,8.37,8.79,7.86,8.75,8.26,78905.0,42,1,1.1249999999999982,4.0,11,45,3,0.35999999999999943,0.5767834539786748,1.045400238948626
2009-11-23,0.390147,1.0,0.021203641,PTNR,2009-11-09,DAY,https://www.stockwatch.com/News/Item/U-b005699-U!PTNR-20091109/U/PTNR,https://www.stockwatch.com/Quote/Fundamentals?U:PTNR,19.06,19.2,19.0,18.16,18.4,18.3101,70237.8,14,0,0.3588391042350718,2.05,11,46,0,0.14000000000000057,0.4492670733423243,0.9583333333333333
2009-11-17,4.0,1.0,0.058385637,WYNN,2009-11-09,DAY,https://www.stockwatch.com/News/Item/U-b005481-U!WYNN-20091109/U/WYNN,https://www.stockwatch.com/Quote/Fundamentals?U:WYNN,63.8,63.54,70.0,62.06,68.51,65.62,5536395.0,8,1,-0.0649999999999995,6.27,11,46,0,-0.259999999999998,0.6030427315823372,1.0782184450739694
2009-11-18,0.8,1.0,0.021136063,SFG,2009-11-09,AMC,https://www.stockwatch.com/News/Item/U-b006722-U!SFG-20091109/U/SFG,https://www.stockwatch.com/Quote/Fundamentals?U:SFG,37.98,37.87,38.8,36.92,37.85,37.54,482500.0,9,0,-0.1374999999999993,2.11,11,46,0,-0.10999999999999943,0.6449272254750033,0.9994718774755744
2009-11-19,1.25,1.0,0.062719518,WERN,2009-11-10,AMC,https://www.stockwatch.com/News/Item/U-b006629-U!WERN-20091110/U/WERN,https://www.stockwatch.com/Quote/Fundamentals?U:WERN,19.16,19.4,20.06,19.24,19.93,18.65,1298970.0,9,1,0.19199999999999875,6.52,11,46,1,0.23999999999999844,0.6733281811554938,1.027319587628866
2009-11-18,0.3,1.0,0.029182879,ADX,2009-11-12,DAY,https://www.stockwatch.com/News/Item/U-pPH10309-U!ADX-20091112/U/ADX,https://www.stockwatch.com/Quote/Fundamentals?U:ADX,10.1,10.03,10.3,10.03,10.28,10.11,100670.0,6,1,-0.23333333333333428,2.97,11,46,3,-0.07000000000000028,0.6522606436494751,1.024925224327019
2009-11-25,0.75,1.0,0.03671072,MAT,2009-11-12,AMC,https://www.stockwatch.com/News/Item/U-b006260-U!MAT-20091112/U/MAT,https://www.stockwatch.com/Quote/Fundamentals?U:MAT,20.42,20.42,20.78,19.84,20.43,20.01,4693445.0,13,1,0.0,3.67,11,46,3,0.0,0.6755070826051978,1.0004897159647403
2009-12-08,0.27,1.0,0.026627219,FSC,2009-11-13,DAY,https://www.stockwatch.com/News/Item/U-z0178346-U!FSC-20091113/U/FSC,https://www.stockwatch.com/Quote/Fundamentals?U:FSC,9.84,9.97,10.38,9.65,10.14,9.83,258555.0,25,1,0.48148148148148434,2.74,11,46,4,0.13000000000000078,0.624392169123613,1.0170511534603812
2009-11-23,0.890044,1.0,0.023440716,SBS,2009-11-13,AMC,https://www.stockwatch.com/News/Item/U-pSPF005-U!SBS-20091113/U/SBS,https://www.stockwatch.com/Quote/Fundamentals?U:SBS,39.82,40.4,41.32,37.31,37.97,37.84,367035.0,10,0,0.6516531766968805,2.24,11,46,4,0.5799999999999983,0.6161357433145861,0.9398514851485149
2009-11-30,1.1,1.0,0.025404157,NOV,2009-11-17,DAY,https://www.stockwatch.com/News/Item/U-b005194-U!NOV-20091117/U/NOV,https://www.stockwatch.com/Quote/Fundamentals?U:NOV,45.56,46.13,46.46,42.35,43.3,42.57,6934690.0,13,0,0.5181818181818184,2.41,11,47,1,0.5700000000000003,0.6311247241426197,0.9386516366789507
2009-11-27,0.75,1.0,0.047923323,SYX,2009-11-18,AMC,https://www.stockwatch.com/News/Item/U-b006266-U!SYX-20091118/U/SYX,https://www.stockwatch.com/Quote/Fundamentals?U:SYX,14.98,15.21,15.8,14.95,15.65,14.89,77785.0,9,1,0.30666666666666725,5.01,11,47,2,0.23000000000000043,0.7245613913133333,1.0289283366206443
2009-12-22,0.25,1.0,0.027322404,PNNT,2009-11-18,AMC,https://www.stockwatch.com/News/Item/U-z0178663-U!PNNT-20091118/U/PNNT,https://www.stockwatch.com/Quote/Fundamentals?U:PNNT,8.11,8.19,9.2,8.07,9.15,9.0,146575.0,34,1,0.3200000000000003,3.08,11,47,2,0.08000000000000007,0.6149993346049784,1.1172161172161172
2009-11-27,1.67,1.0,0.199522103,PDLI,2009-11-23,AMC,https://www.stockwatch.com/News/Item/U-pSF16300-U!PDLI-20091123/U/PDLI,https://www.stockwatch.com/Quote/Fundamentals?U:PDLI,7.86,8.0,8.39,7.9,8.37,6.77,3239705.0,4,1,0.08383233532934113,21.25,11,48,0,0.13999999999999968,0.5629938251972657,1.04625
