date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,div_ratio,ticker,DecDay,Time,Link,FundamentLink,headline
2022-04-26 00:00:00+00:00,9.81,10.145,9.81,10.08,7238400,9.81,10.145,9.81,10.08,7238400,0.225,1.0,0.02188716,AM,-,-,-,-,-
2022-05-18 00:00:00+00:00,17.65,18.11,17.65,18.1,68442,17.65,18.11,17.65,18.1,68442,0.514728,1.0,0.027769098,ANZBY,-,-,-,-,-
2022-05-20 00:00:00+00:00,13.39,13.4,12.6,12.85,155438,13.39,13.4,12.6,12.85,155438,0.45,1.0,0.033333333,AOMR,-,-,-,-,-
2022-05-16 00:00:00+00:00,34.53,34.9,33.71,34.11,726233,34.53,34.9,33.71,34.11,726233,0.76,1.0,0.02154195,APAM,-,-,-,-,-
2022-05-31 00:00:00+00:00,46.11,46.29,45.55,46.29,121652,46.11,46.29,45.55,46.29,121652,0.9688,1.0,0.020749625,AQNU,-,-,-,-,-
2022-05-27 00:00:00+00:00,168.24,170.75,161.5101,170.0,809927,168.24,170.75,161.5101,170.0,809927,8.11,1.0,0.045188611,ARCH,-,-,-,-,-
2022-05-23 00:00:00+00:00,9.34,9.54,9.14,9.15,106132,9.34,9.54,9.14,9.15,106132,0.570631,1.0,0.059223576,ARZGY,-,-,-,-,-
2022-05-27 00:00:00+00:00,216.39,219.87,210.04,210.46,71922,216.39,219.87,210.04,210.46,71922,7.411333,1.0,0.033926908,ASR,-,-,-,-,-
2022-05-23 00:00:00+00:00,11.95,11.96,11.68,11.85,42853,11.95,11.96,11.68,11.85,42853,0.394642,1.0,0.032507578,ATASY,-,-,-,-,-
2022-06-01 00:00:00+00:00,4.39,4.64,4.3241,4.64,192272,4.39,4.64,4.3241,4.64,192272,0.2718533,1.0,0.055367271,AVAL,-,-,-,-,-
2022-04-07 00:00:00+00:00,11.12,11.53,10.99,11.53,67081,11.12,11.53,10.99,11.53,67081,0.39343,1.0,0.033931005,AVVIY,-,-,-,-,-
2022-05-04 00:00:00+00:00,25.75,25.81,25.0,25.0,124627,25.75,25.81,25.0,25.0,124627,1.671007,1.0,0.062725488,AXAHY,-,-,-,-,-
2022-04-21 00:00:00+00:00,38.45,38.89,38.41,38.48,114833,38.45,38.89,38.41,38.48,114833,0.8003225,1.0,0.020118715,BAESY,-,-,-,-,-
2022-04-20 00:00:00+00:00,17.94,18.1,17.73,18.01,228633,17.94,18.1,17.73,18.01,228633,0.707977,1.0,0.037879989,BAK,-,-,-,-,-
2022-05-19 00:00:00+00:00,133.42,134.77,126.0,126.68,364152,133.42,134.77,126.0,126.68,364152,3.855,1.0,0.029184647,BAP,-,-,-,-,-
2022-05-02 00:00:00+00:00,12.47,12.77,12.32,12.71,751136,12.47,12.77,12.32,12.71,751136,0.667285,1.0,0.049983895,BASFY,-,-,-,-,-
2022-05-02 00:00:00+00:00,15.81,15.96,15.64,15.92,485983,15.81,15.96,15.64,15.92,485983,0.369285,1.0,0.022537992,BAYRY,-,-,-,-,-
2022-04-06 00:00:00+00:00,5.27,5.31,5.22,5.29,3312099,5.27,5.31,5.22,5.29,3312099,0.261142,1.0,0.046219823,BBVA,-,-,-,-,-
2022-04-05 00:00:00+00:00,5.67,5.93,5.48,5.54,2706735,5.404036629,5.651840777,5.222948982,5.280134554,2706735,0.25234,1.0,0.042303437,BBVXF,-,-,-,-,-
2022-05-31 00:00:00+00:00,77.32,80.71,76.54,80.27,615345,77.32,80.71,76.54,80.27,615345,2.62,1.0,0.031730653,BCC,2022-05-05 19:05:00,AMC,https://www.stockwatch.com/News/Item/U-b20220505006118-U!BCC-20220505/U/BCC,https://www.stockwatch.com/Quote/Fundamentals?U:BCC,Boise Cascade Company Announces Quarterly and Supplemental Dividends
2022-04-13 00:00:00+00:00,19.38,19.46,18.96,19.15,59066,19.38,19.46,18.96,19.15,59066,0.477,1.0,0.024474089,BEPI,-,-,-,-,-
2022-06-02 00:00:00+00:00,67.44,67.93,66.25,66.4,3866292,67.44,67.93,66.25,66.4,3866292,7.748416,1.0,0.108218101,BHP,-,-,-,-,-
2022-05-05 00:00:00+00:00,8.6301,8.72,8.63,8.7,146169,8.6301,8.72,8.63,8.7,146169,0.17875,1.0,0.020243488,BKEPP,2022-04-26 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-z8529446-U!BKEP-20220426/U/BKEP,https://www.stockwatch.com/Quote/Fundamentals?U:BKEPP,Blueknight Declares Quarterly Distributions and Announces Timing of First Quarter 2022 Results
2022-05-12 00:00:00+00:00,26.25,26.472,25.95,26.1,96409,26.25,26.472,25.95,26.1,96409,1.512983,1.0,0.052352353,BMWYY,-,-,-,-,-
2022-05-19 00:00:00+00:00,26.81,26.83,26.0,26.0,252930,26.81,26.83,26.0,26.0,252930,1.9802035,1.0,0.070822729,BNPQY,-,-,-,-,-
2022-04-14 00:00:00+00:00,15.32,16.45,14.81,15.43,1068936,15.32,16.45,14.81,15.43,1068936,1.0875353,1.0,0.064503873,BPT,2022-04-06 19:30:00,AMC,https://www.stockwatch.com/News/Item/U-b20220406005982-U!BPT-20220406/U/BPT,https://www.stockwatch.com/Quote/Fundamentals?U:BPT,BP Prudhoe Bay Royalty Trust Announces Record Date and Payment Date for Distribution to Unitholders for the First Quarter of 2022
2022-04-21 00:00:00+00:00,20.67,21.3,20.48,20.88,1014584,20.67,21.3,20.48,20.88,1014584,1.220464,1.0,0.055856476,BSAC,2022-03-22 21:58:00,AMC,https://www.stockwatch.com/News/Item/U-z8508340-U!BSAC-20220322/U/BSAC,https://www.stockwatch.com/Quote/Fundamentals?U:BSAC,Banco Santander-Chile summons annual shareholders meeting and proposes a dividend of 60% of 2021 net income attributable to shareholders
2022-05-12 00:00:00+00:00,14.72,14.99,14.19,14.5,897685,14.72,14.99,14.19,14.5,897685,0.4,1.0,0.026684456,BSM,2022-04-25 20:00:00,AMC,https://www.stockwatch.com/News/Item/U-b20220425005921-U!BSM-20220425/U/BSM,https://www.stockwatch.com/Quote/Fundamentals?U:BSM,"Black Stone Minerals, L.P. Announces Substantial Distribution Increase and Schedules Earnings Call to Discuss First Quarter 2022 Results"
2022-04-07 00:00:00+00:00,13.53,13.7,13.325,13.61,53275,13.53,13.7,13.325,13.61,53275,0.291984,1.0,0.02043275,BTDPY,-,-,-,-,-
2022-05-11 00:00:00+00:00,13.04,13.469,11.7,13.0,112921,13.04,13.469,11.7,13.0,112921,0.458,1.0,0.034179104,BWMX,-,-,-,-,-
2022-04-18 00:00:00+00:00,1.03,1.11,1.025,1.04,1870641,1.03,1.11,1.025,1.04,1870641,0.053233,1.0,0.049289815,CAIXY,-,-,-,-,-
2022-05-24 00:00:00+00:00,2.99,3.2,2.85,2.95,666737,2.99,3.2,2.85,2.95,666737,1.0,1.0,0.274725275,CANG,-,-,-,-,-
2022-05-02 00:00:00+00:00,19.29,20.49,19.03,20.0,94014,19.29,20.49,19.03,20.0,94014,0.525,1.0,0.025228256,CAPL,2022-04-21 19:20:00,AMC,https://www.stockwatch.com/News/Item/U-z8526672-U!CAPL-20220421/U/CAPL,https://www.stockwatch.com/Quote/Fundamentals?U:CAPL,CrossAmerica Partners LP Maintains Quarterly Distribution
2022-04-25 00:00:00+00:00,13.4,13.58,13.06,13.39,290203,13.4,13.58,13.06,13.39,290203,0.4898658,1.0,0.035471818,CCU,-,-,-,-,-
2022-05-19 00:00:00+00:00,1.08,1.1187,1.0,1.035,33801,1.08,1.1187,1.0,1.035,33801,0.05,1.0,0.046728972,CELTF,-,-,-,-,-
2022-05-05 00:00:00+00:00,9.74,9.777,9.63,9.72,149822,9.74,9.777,9.63,9.72,149822,0.2111,1.0,0.021496945,CEQP-P,2022-04-14 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220414005720-U!CEQP-20220414/U/CEQP,https://www.stockwatch.com/Quote/Fundamentals?U:CEQP-P,Crestwood Increases Quarterly Distribution and Schedules First Quarter 2022 Earnings Release Date
2022-05-05 00:00:00+00:00,29.9,30.4,29.16,30.0,490361,29.9,30.4,29.16,30.0,490361,0.655,1.0,0.0211495,CEQP,2022-04-14 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220414005720-U!CEQP-20220414/U/CEQP,https://www.stockwatch.com/Quote/Fundamentals?U:CEQP,Crestwood Increases Quarterly Distribution and Schedules First Quarter 2022 Earnings Release Date
2022-05-18 00:00:00+00:00,86.63,88.4299,85.53,87.71,1850956,86.63,88.4299,85.53,87.71,1850956,2.34,1.0,0.025862069,CHK,-,-,-,-,-
2022-05-19 00:00:00+00:00,1.3,1.39,1.18,1.39,135181,1.3,1.39,1.18,1.39,135181,0.054,1.0,0.039130435,CHKR,2022-05-04 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220504006138-U!CHKR-20220504/U/CHKR,https://www.stockwatch.com/Quote/Fundamentals?U:CHKR,Chesapeake Granite Wash Trust Announces Distribution of $0.0540 Per Common Unit
2022-05-02 00:00:00+00:00,2.65,2.7999,2.615,2.77,9607531,2.038461539,2.153769231,2.011538462,2.130769231,12489790,0.129255,1.3,0.042658416,CIG,-,-,-,-,-
2022-05-31 00:00:00+00:00,23.5,23.54,23.15,23.44,34360,23.5,23.54,23.15,23.44,34360,0.5,1.0,0.021186441,CIM-P-A,-,-,-,-,-
2022-05-31 00:00:00+00:00,23.56,23.57,22.91,23.16,49706,23.56,23.57,22.91,23.16,49706,0.5,1.0,0.021258503,CIM-P-B,-,-,-,-,-
2022-05-31 00:00:00+00:00,21.99,21.99,21.32,21.4,37500,21.99,21.99,21.32,21.4,37500,0.484375,1.0,0.022208849,CIM-P-C,-,-,-,-,-
2022-05-31 00:00:00+00:00,22.98,22.98,22.24,22.66,47922,22.98,22.98,22.24,22.66,47922,0.5,1.0,0.022104332,CIM-P-D,-,-,-,-,-
2022-05-31 00:00:00+00:00,10.99,11.27,10.81,11.27,173077,10.99,11.27,10.81,11.27,173077,0.28,1.0,0.024496938,CION,-,-,-,-,-
2022-05-24 00:00:00+00:00,6.76,6.86,6.66,6.66,125726,6.76,6.86,6.66,6.66,125726,0.237833,1.0,0.033450492,CKHUY,-,-,-,-,-
2022-04-18 00:00:00+00:00,15.93,16.03,15.01,15.27,1361150,15.93,16.03,15.01,15.27,1361150,0.5,1.0,0.031426776,CMRE,2022-04-01 12:20:00,DAY,https://www.stockwatch.com/News/Item/U-z8514628-U!CMRE-20220401/U/CMRE,https://www.stockwatch.com/Quote/Fundamentals?U:CMRE,Costamare Inc. Declares Special and Quarterly Dividend on its Common Stock and Quarterly Dividend on its Preferred Stock
2022-06-02 00:00:00+00:00,12.18,12.18,11.9,11.95,157135,12.18,12.18,11.9,11.95,157135,0.359838,1.0,0.03072912,CODYY,-,-,-,-,-
2022-04-22 00:00:00+00:00,22.41,22.64,22.37,22.64,52962,22.41,22.64,22.37,22.64,52962,1.875049,1.0,0.075774864,COVTY,-,-,-,-,-
2022-05-31 00:00:00+00:00,11.12,11.18,11.09,11.18,55779,11.12,11.18,11.09,11.18,55779,1.128,1.0,0.094393305,CRARF,-,-,-,-,-
2022-05-26 00:00:00+00:00,5.67,5.69,5.45,5.45,427304,5.67,5.69,5.45,5.45,427304,0.553565,1.0,0.093665821,CRARY,-,-,-,-,-
2022-05-09 00:00:00+00:00,13.6,13.91,13.24,13.9,253894,13.6,13.91,13.24,13.9,253894,0.3444104,1.0,0.023605922,CSAN,-,-,-,-,-
2022-05-12 00:00:00+00:00,29.07,29.26,28.18,28.81,8705476,29.07,29.26,28.18,28.81,8705476,0.6,1.0,0.020283976,CTRA,2022-05-02 19:07:00,AMC,https://www.stockwatch.com/News/Item/U-prLA42537-U!CTRA-20220502/U/CTRA,https://www.stockwatch.com/Quote/Fundamentals?U:CTRA,"Coterra Energy Reports First-Quarter 2022 Results, Announces Quarterly Dividend and Provides Update on Share Repurchase Program"
2022-05-02 00:00:00+00:00,6.59,6.622,6.5,6.6,623125,6.59,6.622,6.5,6.6,623125,0.170238,1.0,0.024888596,CTTAY,-,-,-,-,-
2022-05-06 00:00:00+00:00,11.565,11.6425,11.46,11.4601,432737,11.565,11.6425,11.46,11.4601,432737,0.4187024,1.0,0.035155533,DANOY,-,-,-,-,-
2022-05-20 00:00:00+00:00,9.91,9.97,9.685,9.94,3941220,9.91,9.97,9.685,9.94,3941220,0.212,1.0,0.020990099,DB,-,-,-,-,-
2022-05-19 00:00:00+00:00,16.77,16.87,16.44,16.54,104140,16.77,16.87,16.44,16.54,104140,0.352224,1.0,0.020866351,DBOEY,-,-,-,-,-
2022-05-02 00:00:00+00:00,65.79,66.28,64.99,64.99,41140,65.79,66.28,64.99,64.99,41140,5.275,1.0,0.076283442,DDAIF,-,-,-,-,-
2022-04-13 00:00:00+00:00,16.09,16.78,15.81,16.5,64393,16.09,16.78,15.81,16.5,64393,0.3515625,1.0,0.020926339,DHCNI,-,-,-,-,-
2022-04-29 00:00:00+00:00,26.11,26.7999,25.75,26.68,87029,26.11,26.7999,25.75,26.68,87029,0.753926,1.0,0.027485454,DMLP,2022-04-21 16:00:00,AMC,https://www.stockwatch.com/News/Item/U-z8526703-U!DMLP-20220421/U/DMLP,https://www.stockwatch.com/Quote/Fundamentals?U:DMLP,"Dorchester Minerals, L.P. Announces Its First Quarter Distribution"
2022-05-02 00:00:00+00:00,16.33,16.49,16.1436,16.34,199197,16.33,16.49,16.1436,16.34,199197,0.96573,1.0,0.05532684,DMLRY,-,-,-,-,-
2022-04-27 00:00:00+00:00,20.16,20.3399,19.59,20.3399,115921,20.16,20.3399,19.59,20.3399,115921,1.0916358,1.0,0.050451106,DNBBY,-,-,-,-,-
2022-05-09 00:00:00+00:00,38.47,38.81,38.03,38.48,161726,38.47,38.81,38.03,38.48,161726,1.439733,1.0,0.034600649,DPSGY,-,-,-,-,-
2022-04-08 00:00:00+00:00,18.6,18.61,18.4,18.43,166961,18.6,18.61,18.4,18.43,166961,0.700371,1.0,0.036458667,DTEGY,-,-,-,-,-
2022-05-23 00:00:00+00:00,29.25,29.39,28.77,29.11,677947,29.25,29.39,28.77,29.11,677947,0.935594,1.0,0.032106863,E,-,-,-,-,-
2022-05-23 00:00:00+00:00,15.675,15.92,15.43,15.4401,159198,15.675,15.92,15.43,15.4401,159198,0.84196,1.0,0.053902689,EBKDY,-,-,-,-,-
2022-05-04 00:00:00+00:00,8.2,8.2,7.43,7.43,94063,8.2,8.2,7.43,7.43,94063,0.314352,1.0,0.040771984,EBR-B,-,-,-,-,-
2022-04-19 00:00:00+00:00,17.86,17.98,17.57,17.9,1225558,17.86,17.98,17.57,17.9,1225558,1.490916,1.0,0.077089762,EC,2022-03-31 00:58:00,BMO,https://www.stockwatch.com/News/Item/U-prIN09705-U!EC-20220330/U/EC,https://www.stockwatch.com/Quote/Fundamentals?U:EC,Ecopetrol S.A.: Profit Distribution for Fiscal Year 2021
2022-05-20 00:00:00+00:00,1.71,1.78,1.7,1.78,46391,1.71,1.78,1.7,1.78,46391,0.059082,1.0,0.034151445,ECIFY,-,-,-,-,-
2022-05-19 00:00:00+00:00,2.3,2.365,2.25,2.36,94707,2.3,2.365,2.25,2.36,94707,0.094,1.0,0.040274207,ECTM,2022-05-10 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220510006224-U!ECTM-20220510/U/ECTM,https://www.stockwatch.com/Quote/Fundamentals?U:ECTM,ECA Marcellus Trust I Announces Quarterly Distribution
2022-05-13 00:00:00+00:00,63.78,65.24,61.25,61.25,526527,63.78,65.24,61.25,61.25,526527,2.0,1.0,0.032133676,EGLE,-,-,-,-,-
2022-05-31 00:00:00+00:00,41.41,41.54,40.63,41.05,191250,41.41,41.54,40.63,41.05,191250,1.0,1.0,0.023584906,EIG,2022-04-27 19:05:00,AMC,https://www.stockwatch.com/News/Item/U-b20220427005901-U!EIG-20220427/U/EIG,https://www.stockwatch.com/Quote/Fundamentals?U:EIG,"Employers Holdings, Inc. Reports First Quarter 2022 Results; Declares Special Dividend of $1.00 per Share and Increases Regular Quarterly Dividend to $0.26 per Share"
2022-05-02 00:00:00+00:00,6.44,6.64,6.375,6.62,1317256,6.44,6.64,6.375,6.62,1317256,0.537294,1.0,0.074007438,ELP,-,-,-,-,-
2022-04-25 00:00:00+00:00,12.52,12.58,12.36,12.36,403705,12.52,12.58,12.36,12.36,403705,0.96543,1.0,0.07397931,ENGIY,-,-,-,-,-
2022-05-13 00:00:00+00:00,10.32,10.46,10.17,10.245,69020,10.32,10.46,10.17,10.245,69020,0.516019,1.0,0.049856908,EONGY,-,-,-,-,-
2022-04-21 00:00:00+00:00,26.77,28.61,26.37,28.16,723041,26.77,28.61,26.37,28.16,723041,3.3,1.0,0.105566219,EWCZ,2022-04-11 20:51:00,AMC,https://www.stockwatch.com/News/Item/U-z8520470-U!EWCZ-20220411/U/EWCZ,https://www.stockwatch.com/Quote/Fundamentals?U:EWCZ,"European Wax Center, Inc. Announces Special Cash Dividend"
2022-05-11 00:00:00+00:00,125.27,133.13,125.0,129.08,2705646,125.27,133.13,125.0,129.08,2705646,3.05,1.0,0.02349045,FANG,2022-05-02 19:01:00,AMC,https://www.stockwatch.com/News/Item/U-z8533555-U!FANG-20220502/U/FANG,https://www.stockwatch.com/Quote/Fundamentals?U:FANG,"Diamondback Energy, Inc. Announces First Quarter 2022 Financial and Operating Results; Increases Dividend"
2022-05-13 00:00:00+00:00,6.72,6.8389,5.9,5.9,49800,6.72,6.8389,5.9,5.9,49800,0.13,1.0,0.021666667,FAT,2022-04-18 09:00:00,BMO,https://www.stockwatch.com/News/Item/U-z8523638-U!FAT-20220418/U/FAT,https://www.stockwatch.com/Quote/Fundamentals?U:FAT,FAT Brands Inc. Announces Second Quarter Cash Dividend on Class A Common Stock and Class B Common Stock
2022-04-12 00:00:00+00:00,3.84,3.85,3.72,3.8,754182,3.84,3.85,3.72,3.8,754182,0.205,1.0,0.054376658,FINV,2022-03-14 21:31:00,AMC,https://www.stockwatch.com/News/Item/U-prCN90668-U!FINV-20220314/U/FINV,https://www.stockwatch.com/Quote/Fundamentals?U:FINV,"FinVolution Group Announces Dividend of US$ 0.205 per American Depositary Share, Representing Approximately 15% Payout Ratio of Net Income for Fiscal Year 2021"
2022-05-17 00:00:00+00:00,7.08,7.2099,6.9155,7.13,817107,7.08,7.2099,6.9155,7.13,817107,0.18,1.0,0.024657534,FLMN,2022-05-04 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220504006090-U!FLMN-20220504/U/FLMN,https://www.stockwatch.com/Quote/Fundamentals?U:FLMN,Falcon Minerals Corporation Reports First Quarter 2022 Production and Declares Quarterly Dividend Increase of 24%
2022-05-24 00:00:00+00:00,26.54,27.0,26.19,26.71,309287,26.54,27.0,26.19,26.71,309287,0.75,1.0,0.026661927,FLNG,-,-,-,-,-
2022-05-13 00:00:00+00:00,29.21,29.45,28.91,28.91,486000,29.21,29.45,28.91,28.91,486000,0.70929,1.0,0.024043729,FMS,-,-,-,-,-
2022-05-04 00:00:00+00:00,7.63,7.67,7.45,7.46,93049,7.63,7.67,7.45,7.46,93049,0.181632,1.0,0.024153191,FUPBY,-,-,-,-,-
2022-06-02 00:00:00+00:00,13.91,13.94,13.72,13.9,975733,13.91,13.94,13.72,13.9,975733,0.3,1.0,0.021141649,GBDC,2022-05-10 19:10:00,AMC,https://www.stockwatch.com/News/Item/U-prNY52889-U!GBDC-20220510/U/GBDC,https://www.stockwatch.com/Quote/Fundamentals?U:GBDC,"Golub Capital BDC, Inc. Announces Fiscal Year 2022 Second Quarter Financial Results and Declares Fiscal Year 2022 Third Quarter Distribution of $0.30 Per Share"
2022-04-19 00:00:00+00:00,57.7,57.7,57.45,57.53,28569,57.7,57.7,57.45,57.53,28569,1.328043,1.0,0.022538236,GBERY,-,-,-,-,-
2022-06-01 00:00:00+00:00,31.81,33.74,31.75,33.74,26320,31.81,33.74,31.75,33.74,26320,1.530891,1.0,0.045159027,GBOOY,-,-,-,-,-
2022-05-13 00:00:00+00:00,9.07,9.2,8.81,8.81,713557,9.07,9.2,8.81,8.81,713557,0.360173,1.0,0.03966663,GGAL,-,-,-,-,-
2022-05-17 00:00:00+00:00,5.63,5.72,5.565,5.65,10874424,5.63,5.72,5.565,5.65,10874424,0.1159974,1.0,0.020900432,GGB,-,-,-,-,-
2022-05-06 00:00:00+00:00,26.26,27.05,25.93,26.68,110609,26.26,27.05,25.93,26.68,110609,0.595,1.0,0.021963824,GLP,2022-04-26 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-b20220425006001-U!GLP-20220426/U/GLP,https://www.stockwatch.com/Quote/Fundamentals?U:GLP,Global Partners Declares First-Quarter 2022 Cash Distribution of $0.5950 on Common Units
2022-05-11 00:00:00+00:00,5.43,5.688,5.43,5.4601,28239,5.43,5.688,5.43,5.4601,28239,0.13155,1.0,0.023831522,GLPEY,-,-,-,-,-
2022-05-13 00:00:00+00:00,20.83,21.56,20.811,20.95,1154939,20.83,21.56,20.811,20.95,1154939,0.79,1.0,0.036933146,GNK,-,-,-,-,-
2022-04-08 00:00:00+00:00,15.07,15.38,14.71,15.25,1860735,15.07,15.38,14.71,15.25,1860735,0.4,1.0,0.025412961,GNL,2022-04-01 09:00:00,BMO,https://www.stockwatch.com/News/Item/U-prNY00888-U!GNL-20220401/U/GNL,https://www.stockwatch.com/Quote/Fundamentals?U:GNL,"Global Net Lease, Inc. Announces Common Stock Dividend for Second Quarter 2022"
2022-05-31 00:00:00+00:00,14.76,15.34,14.51,15.13,5288164,14.76,15.34,14.51,15.13,5288164,0.5,1.0,0.031545741,GOGL,-,-,-,-,-
2022-05-05 00:00:00+00:00,13.38,14.02,13.38,13.88,241391,13.38,14.02,13.38,13.88,241391,0.445,1.0,0.030732044,GPP,2022-04-21 19:10:00,AMC,https://www.stockwatch.com/News/Item/U-z8526844-U!GPP-20220421/U/GPP,https://www.stockwatch.com/Quote/Fundamentals?U:GPP,Green Plains Partners Increases Quarterly Distribution
2022-04-28 00:00:00+00:00,0.045,0.05,0.0415,0.042,189357,0.045,0.05,0.0415,0.042,189357,0.001121,1.0,0.026908305,GULTU,-,-,-,-,-
2022-05-09 00:00:00+00:00,8.96,9.1,8.94,9.04,206843,8.96,9.1,8.94,9.04,206843,0.414794,1.0,0.043388494,HCMLY,-,-,-,-,-
2022-05-13 00:00:00+00:00,10.8099,10.87,10.7,10.76,98567,10.8099,10.87,10.7,10.76,98567,0.52032,1.0,0.048537313,HDELY,-,-,-,-,-
2022-04-05 00:00:00+00:00,15.97,16.06,15.82,15.99,166827,15.97,16.06,15.82,15.99,166827,0.504714,1.0,0.030441134,HENKY,-,-,-,-,-
2022-04-05 00:00:00+00:00,16.15,16.37,16.06,16.37,91659,16.15,16.37,16.06,16.37,91659,0.51023,1.0,0.030226896,HENOY,-,-,-,-,-
2022-04-29 00:00:00+00:00,9.58,9.71,9.53,9.71,44428,9.58,9.71,9.53,9.71,44428,0.382228,1.0,0.036472137,HLPPY,-,-,-,-,-
2022-05-05 00:00:00+00:00,2.42,2.49,2.33,2.49,298816,2.42,2.49,2.33,2.49,298816,0.068799,1.0,0.02708622,HNNMY,-,-,-,-,-
2022-05-16 00:00:00+00:00,15.11,15.24,14.885,14.99,1955003,15.11,15.24,14.885,14.99,1955003,0.48,1.0,0.031578947,HTGC,2022-05-03 09:03:00,BMO,https://www.stockwatch.com/News/Item/U-b20220503005202-U!HTGC-20220503/U/HTGC,https://www.stockwatch.com/Quote/Fundamentals?U:HTGC,Hercules Capital Announces Supplemental Cash Distribution of $0.15 per Share for the First Quarter of 2022
2022-05-31 00:00:00+00:00,10.98,11.165,10.86,11.0,1828504,10.98,11.165,10.86,11.0,1828504,0.23832,1.0,0.020905263,ICL,-,-,-,-,-
2022-04-28 00:00:00+00:00,10.64,10.6675,10.46,10.54,499519,10.64,10.6675,10.46,10.54,499519,0.253541,1.0,0.023762043,IDEXY,-,-,-,-,-
2022-05-19 00:00:00+00:00,51.51,52.3,51.1773,52.3,1173779,51.51,52.3,51.1773,52.3,1173779,2.0,1.0,0.036683786,IEP,-,-,-,-,-
2022-04-27 00:00:00+00:00,28.34,28.88,27.22,28.14,64285,28.34,28.88,27.22,28.14,64285,1.75,1.0,0.058197539,IFS,-,-,-,-,-
2022-04-27 00:00:00+00:00,9.39,9.54,9.32,9.45,10095099,9.158466416,9.304767796,9.090192438,9.216986968,10095099,0.4525088,1.0,0.046174367,ING,-,-,-,-,-
2022-05-13 00:00:00+00:00,9.7,9.755,9.535,9.55,9920384,9.7,9.755,9.535,9.55,9920384,0.245224,1.0,0.026059936,ING,-,-,-,-,-
2022-05-23 00:00:00+00:00,12.64,12.71,12.42,12.46,557175,12.64,12.71,12.42,12.46,557175,0.504928,1.0,0.040621395,ISNPY,-,-,-,-,-
