date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor,div_ratio,ticker,DecDay,Time,Link,FundamentLink,headline
2022-04-07 00:00:00+00:00,2.01,2.11,2.0,2.09,12706198,2.01,2.11,2.0,2.09,12706198,0.09,1.0,0.041666667,IVR,2022-03-28 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-prNY05862-U!IVR-20220328/U/IVR,https://www.stockwatch.com/Quote/Fundamentals?U:IVR,Invesco Mortgage Capital Inc. Announces Quarterly Common Dividend
2022-04-18 00:00:00+00:00,10.49,10.64,10.34,10.3401,66894,10.49,10.64,10.34,10.3401,66894,0.326193,1.0,0.029653909,JBAXY,-,-,-,-,-
2022-05-20 00:00:00+00:00,14.38,14.41,14.15,14.17,152092,14.38,14.41,14.15,14.17,152092,0.386622,1.0,0.026979902,JBSAY,-,-,-,-,-
2022-05-19 00:00:00+00:00,52.78,53.6364,51.01,51.09,13828436,52.78,53.6364,51.01,51.09,13828436,1.26,1.0,0.024609375,JD,2022-05-04 09:00:00,BMO,https://www.stockwatch.com/News/Item/U-z8535012-U!JD-20220504/U/JD,https://www.stockwatch.com/Quote/Fundamentals?U:JD,JD.com Announces Special Cash Dividend
2022-05-10 00:00:00+00:00,28.6075,29.6599,28.37,29.6599,176088,28.6075,29.6599,28.37,29.6599,176088,2.780426,1.0,0.084820805,KBCSY,-,-,-,-,-
2022-05-19 00:00:00+00:00,3.05,3.06,3.05,3.05,161898,3.05,3.06,3.05,3.05,161898,0.106,1.0,0.035690236,KGFHF,-,-,-,-,-
2022-05-19 00:00:00+00:00,6.23,6.27,5.99,5.99,2147464,6.23,6.27,5.99,5.99,2147464,0.226008,1.0,0.036630146,KGFHY,-,-,-,-,-
2022-05-12 00:00:00+00:00,11.31,11.755,11.25,11.37,81189,11.31,11.755,11.25,11.37,81189,0.258321,1.0,0.021278501,KIGRY,-,-,-,-,-
2022-04-18 00:00:00+00:00,3.76,3.887,3.731,3.77,584302,3.76,3.887,3.731,3.77,584302,0.098221,1.0,0.026053316,KKPNF,-,-,-,-,-
2022-04-19 00:00:00+00:00,3.67,3.75,3.63,3.63,1922867,3.67,3.75,3.63,3.63,1922867,0.102204,1.0,0.026685117,KKPNY,-,-,-,-,-
2022-04-27 00:00:00+00:00,16.72,17.1599,16.68,16.92,198425,16.72,17.1599,16.68,16.92,198425,0.52,1.0,0.029885057,KNOP,2022-04-13 19:30:00,AMC,https://www.stockwatch.com/News/Item/U-b20220413005638-U!KNOP-20220413/U/KNOP,https://www.stockwatch.com/Quote/Fundamentals?U:KNOP,KNOT Offshore Partners LP Announces First Quarter 2022 Cash Distribution
2022-05-25 00:00:00+00:00,16.73,16.78,16.42,16.42,40756,16.73,16.78,16.42,16.42,40756,0.4973009,1.0,0.029003902,KNRRY,-,-,-,-,-
2022-05-04 00:00:00+00:00,73.0,73.53,70.52,72.73,96065,73.0,73.53,70.52,72.73,96065,1.5,1.0,0.020402612,KNTK,2022-04-21 10:01:00,DAY,https://www.stockwatch.com/News/Item/U-z8526088-U!KNTK-20220421/U/KNTK,https://www.stockwatch.com/Quote/Fundamentals?U:KNTK,"Kinetik Announces First Quarter Dividend, First Quarter 2022 Results Timing and Details of its Dividend Reinvestment Plan"
2022-04-29 00:00:00+00:00,54.6,55.16,53.84,53.88,180298,54.6,55.16,53.84,53.88,180298,1.352812,1.0,0.024543033,KOF,-,-,-,-,-
2022-04-29 00:00:00+00:00,16.83,17.28,16.7,16.81,355202,16.83,17.28,16.7,16.81,355202,0.47,1.0,0.027214823,KRP,2022-04-22 20:26:00,AMC,https://www.stockwatch.com/News/Item/U-prDA33985-U!KRP-20220422/U/KRP,https://www.stockwatch.com/Quote/Fundamentals?U:KRP,Kimbell Royalty Partners Declares First Quarter 2022 Distribution
2022-04-21 00:00:00+00:00,17.69,17.86,17.615,17.85,29101,17.69,17.86,17.615,17.85,29101,0.822349,1.0,0.044022966,LGGNY,-,-,-,-,-
2022-05-26 00:00:00+00:00,16.83,17.1567,16.78,16.78,337753,16.83,17.1567,16.78,16.78,337753,0.347955,1.0,0.020159618,LGRDY,-,-,-,-,-
2022-04-14 00:00:00+00:00,6.9,7.08,6.71,6.94,646696,6.9,7.08,6.71,6.94,646696,0.423742,1.0,0.053034043,LND,-,-,-,-,-
2022-04-07 00:00:00+00:00,5.92,6.1638,5.7501,5.98,45880,5.92,6.1638,5.7501,5.98,45880,0.125,1.0,0.020292208,LOAN,2022-02-09 10:00:00,DAY,https://www.stockwatch.com/News/Item/U-z8471788-U!LOAN-20220209/U/LOAN,https://www.stockwatch.com/Quote/Fundamentals?U:LOAN,"Manhattan Bridge Capital, Inc. Declares Quarterly Dividend"
2022-04-22 00:00:00+00:00,5.76,5.91,5.72,5.83,163600,5.76,5.91,5.72,5.83,163600,0.383512,1.0,0.062056958,LOMA,2022-04-14 19:46:00,AMC,https://www.stockwatch.com/News/Item/U-b20220414005877-U!LOMA-20220414/U/LOMA,https://www.stockwatch.com/Quote/Fundamentals?U:LOMA,Loma Negra Announces the Payment of Dividends
2022-05-13 00:00:00+00:00,15.36,15.87,14.9,15.51,1162981,15.36,15.87,14.9,15.51,1162981,2.5,1.0,0.141003948,LPG,2022-05-04 19:30:00,AMC,https://www.stockwatch.com/News/Item/U-prNY46901-U!LPG-20220504/U/LPG,https://www.stockwatch.com/Quote/Fundamentals?U:LPG,Dorian LPG Ltd. Declares Cash Dividend of $2.50 per share
2022-04-07 00:00:00+00:00,5.45,5.61,5.26,5.61,9745546,5.45,5.61,5.26,5.61,9745546,0.34,1.0,0.057142857,LU,-,-,-,-,-
2022-05-16 00:00:00+00:00,1.82,1.86,1.77,1.86,428811,1.82,1.86,1.77,1.86,428811,0.2,1.0,0.102564103,LUB,2022-05-05 22:24:00,AMC,https://www.stockwatch.com/News/Item/U-prDA48810-U!LUB-20220505/U/LUB,https://www.stockwatch.com/Quote/Fundamentals?U:LUB,"Luby's, Inc. to Issue a $0.20 Per Share Cash Liquidating Distribution"
2022-05-27 00:00:00+00:00,12.5,12.54,12.04,12.08,12034716,12.5,12.54,12.04,12.08,12034716,0.25,1.0,0.020325203,LUMN,2022-05-19 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-prNY62035-U!LUMN-20220519/U/LUMN,https://www.stockwatch.com/Quote/Fundamentals?U:LUMN,Lumen Technologies declares quarterly cash dividend
2022-04-07 00:00:00+00:00,2.3,2.32,2.27,2.31,16456888,2.3,2.32,2.27,2.31,16456888,0.069633,1.0,0.030014224,LYG,-,-,-,-,-
2022-05-27 00:00:00+00:00,7.7,8.152,7.21,7.63,220698,7.7,8.152,7.21,7.63,220698,0.1975,1.0,0.025191327,MARPS,2022-05-20 12:30:00,DAY,https://www.stockwatch.com/News/Item/U-prDA63485-U!MARP-20220520/U/MARP,https://www.stockwatch.com/Quote/Fundamentals?U:MARPS,MARINE PETROLEUM TRUST ANNOUNCES SECOND QUARTER CASH DISTRIBUTION
2022-05-13 00:00:00+00:00,24.3299,24.33,23.9401,23.9401,112791,24.3299,24.33,23.9401,23.9401,112791,0.99108,1.0,0.040818781,MGDDY,-,-,-,-,-
2022-04-29 00:00:00+00:00,48.45,50.48,48.1,50.0,1671149,48.45,50.48,48.1,50.0,1671149,1.0375,1.0,0.020307301,MMP,2022-04-21 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-prDA32272-U!MMP-20220421/U/MMP,https://www.stockwatch.com/Quote/Fundamentals?U:MMP,Magellan Midstream Declares Cash Distribution of $1.0375 for First Quarter 2022
2022-05-19 00:00:00+00:00,26.44,26.98,25.99,25.99,354468,26.44,26.98,25.99,25.99,354468,0.6,1.0,0.022271715,MNRL,-,-,-,-,-
2022-04-12 00:00:00+00:00,5.08,5.35,5.02,5.04,3711135,5.08,5.35,5.02,5.04,3711135,0.64,1.0,0.114901257,MOMO,-,-,-,-,-
2022-05-05 00:00:00+00:00,32.39,33.32,31.82,33.24,2727049,32.39,33.32,31.82,33.24,2727049,0.705,1.0,0.020656314,MPLX,2022-04-26 16:40:00,AMC,https://www.stockwatch.com/News/Item/U-prCL37157-U!MPLX-20220426/U/MPLX,https://www.stockwatch.com/Quote/Fundamentals?U:MPLX,MPLX LP Announces Quarterly Distribution
2022-04-28 00:00:00+00:00,24.54,24.8982,22.5,23.14,142538,24.54,24.8982,22.5,23.14,142538,1.04,1.0,0.039800995,MSB,-,-,-,-,-
2022-04-29 00:00:00+00:00,23.65,24.24,23.64,24.2371,200634,23.65,24.24,23.64,24.2371,200634,0.839428,1.0,0.032918745,MURGY,-,-,-,-,-
2022-04-14 00:00:00+00:00,11.0,11.2299,10.75,10.86,102870,11.0,11.2299,10.75,10.86,102870,0.425,1.0,0.036764706,MVO,2022-04-05 19:30:00,AMC,https://www.stockwatch.com/News/Item/U-b20220405006132-U!MVO-20220405/U/MVO,https://www.stockwatch.com/Quote/Fundamentals?U:MVO,MV Oil Trust Announces Trust First Quarter Distribution
2022-05-13 00:00:00+00:00,10.97,10.97,10.36,10.36,158159,10.97,10.97,10.36,10.36,158159,0.260978,1.0,0.024088795,NABZY,-,-,-,-,-
2022-05-20 00:00:00+00:00,1.27,1.37,1.24,1.31,4478759,1.27,1.37,1.24,1.31,4478759,0.03,1.0,0.022556391,NCMI,-,-,-,-,-
2022-05-16 00:00:00+00:00,7.02,7.188,7.0,7.05,39005,7.02,7.188,7.0,7.05,39005,0.2,1.0,0.027777778,NHTC,-,-,-,-,-
2022-05-11 00:00:00+00:00,6.87,7.085,6.84,7.07,206258,6.87,7.085,6.84,7.07,206258,0.5884711,1.0,0.080064095,NHYDY,2022-05-11 05:01:00,BMO,https://www.stockwatch.com/News/Item/U-z1000632597-U!NHYDY-20220510/U/NHYDY,https://www.stockwatch.com/Quote/Fundamentals?U:NHYDY,Norsk Hydro: Ex-dividend NOK 5.40 today
2022-05-10 00:00:00+00:00,7.4,7.4,7.4,7.4,622969,7.339994208,7.339994208,7.339994208,7.339994208,622969,0.559086,1.0,0.074944504,NHYKF,-,-,-,-,-
2022-05-23 00:00:00+00:00,24.56,24.84,24.3225,24.375,54970,24.56,24.84,24.3225,24.375,54970,0.847548,1.0,0.034147784,NNGRY,-,-,-,-,-
2022-05-12 00:00:00+00:00,15.89,17.285,15.7901,16.58,51798,15.89,17.285,15.7901,16.58,51798,0.38,1.0,0.022041763,NRT,2022-04-29 19:16:00,AMC,https://www.stockwatch.com/News/Item/U-prPH41441-U!NRT-20220429/U/NRT,https://www.stockwatch.com/Quote/Fundamentals?U:NRT,NORTH EUROPEAN OIL ROYALTY TRUST ANNOUNCES THE DISTRIBUTION FOR THE SECOND QUARTER OF FISCAL 2022
2022-05-31 00:00:00+00:00,21.0,21.0,20.25,20.25,42795,21.0,21.0,20.25,20.25,42795,0.47657,1.0,0.02283517,NS-P-B,-,-,-,-,-
2022-05-31 00:00:00+00:00,24.89,24.89,24.45,24.45,38197,24.89,24.89,24.45,24.45,38197,0.5625,1.0,0.022718094,NS-P-C,-,-,-,-,-
2022-05-06 00:00:00+00:00,15.11,15.14,14.3,14.55,844905,15.11,15.14,14.3,14.55,844905,0.4,1.0,0.026684456,NS,2022-04-28 22:23:00,AMC,https://www.stockwatch.com/News/Item/U-b20220428006364-U!NS-20220428/U/NS,https://www.stockwatch.com/Quote/Fundamentals?U:NS,"NuStar Energy L.P. Declares First Quarter 2022 Common Unit Distribution and Series A, Series B and Series C Preferred Units Distributions"
2022-04-11 00:00:00+00:00,132.38,133.4,132.12,132.44,224927,132.38,133.4,132.12,132.44,224927,2.967337,1.0,0.022464509,NSRGY,-,-,-,-,-
2022-05-13 00:00:00+00:00,47.43,47.76,46.0101,46.62,40403,47.43,47.76,46.0101,46.62,40403,1.0,1.0,0.021258503,NVEC,-,-,-,-,-
2022-04-29 00:00:00+00:00,25.48,26.54,25.41,26.47,5793007,25.48,26.54,25.41,26.47,5793007,0.67,1.0,0.024732374,OHI,2022-04-21 19:30:00,AMC,https://www.stockwatch.com/News/Item/U-b20220421006044-U!OHI-20220421/U/OHI,https://www.stockwatch.com/Quote/Fundamentals?U:OHI,Omega Announces Quarterly Dividend
2022-05-20 00:00:00+00:00,56.12,57.01,55.41,56.54,26851,56.12,57.01,55.41,56.54,26851,1.8535545,1.0,0.031974375,OMAB,-,-,-,-,-
2022-04-22 00:00:00+00:00,23.66,24.43,23.61,24.25,344032,23.66,24.43,23.61,24.25,344032,0.55,1.0,0.022070626,OPI,2022-04-14 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-b20220413006047-U!OPI-20220414/U/OPI,https://www.stockwatch.com/Quote/Fundamentals?U:OPI,Office Properties Income Trust Announces Quarterly Dividend on Common Shares
2022-04-21 00:00:00+00:00,8.41,8.6699,8.4,8.6699,69072,8.41,8.6699,8.4,8.6699,69072,0.346168,1.0,0.038851627,ORKLY,-,-,-,-,-
2022-05-05 00:00:00+00:00,17.54,17.71,17.21,17.45,60519,17.54,17.71,17.21,17.45,60519,0.366612,1.0,0.020165677,OVCHY,-,-,-,-,-
2022-04-28 00:00:00+00:00,10.7,10.78,10.34,10.59,4184588,10.7,10.78,10.34,10.59,4184588,0.2175,1.0,0.020289179,PAA,2022-04-05 20:00:00,AMC,https://www.stockwatch.com/News/Item/U-z8517032-U!PAA-20220405/U/PAA,https://www.stockwatch.com/Quote/Fundamentals?U:PAA,Plains All American Pipeline and Plains GP Holdings Announce Distributions
2022-05-12 00:00:00+00:00,135.06,136.18,127.54,131.05,44823,135.06,136.18,127.54,131.05,44823,3.522384,1.0,0.026363176,PAC,2022-04-28 21:31:00,AMC,https://www.stockwatch.com/News/Item/U-z8531780-U!PAC-20220428/U/PAC,https://www.stockwatch.com/Quote/Fundamentals?U:PAC,Grupo Aeroportuario del Pacifico Announces the Payment Date of the First Installment of the Dividend Approved at the Ordinary Shareholder's Meeting
2022-05-11 00:00:00+00:00,14.29,14.99,14.24,14.74,112136,14.29,14.99,14.24,14.74,112136,0.3,1.0,0.02020202,PBFX,2022-04-28 09:30:00,DAY,https://www.stockwatch.com/News/Item/U-prNY39416-U!PBFX-20220428/U/PBFX,https://www.stockwatch.com/Quote/Fundamentals?U:PBFX,PBF Logistics Declares Quarterly Distribution of $0.30 per Unit and Announces First Quarter 2022 Earnings Results
2022-04-14 00:00:00+00:00,13.29,13.51,13.175,13.5,20286615,11.9392819,12.13692239,11.83596983,12.12793873,20286615,1.2191133,1.0,0.082763971,PBR-A,-,-,-,-,-
2022-05-24 00:00:00+00:00,12.98,13.3,12.695,13.25,23320015,12.98,13.3,12.695,13.25,23320015,1.4684569,1.0,0.097766771,PBR-A,-,-,-,-,-
2022-04-14 00:00:00+00:00,14.71,14.925,14.53,14.68,42065348,13.33400482,13.5288934,13.17084229,13.30681107,42065348,1.2191133,1.0,0.076385545,PBR,-,-,-,-,-
2022-05-24 00:00:00+00:00,14.23,14.47,13.95,14.39,47042557,14.23,14.47,13.95,14.39,47042557,1.4684569,1.0,0.090311002,PBR,-,-,-,-,-
2022-05-12 00:00:00+00:00,23.3,23.59,23.065,23.22,3355723,23.3,23.59,23.065,23.22,3355723,0.964112,1.0,0.039675391,PHG,2022-05-10 13:47:00,DAY,https://www.stockwatch.com/News/Item/U-z1000632459-U!PHG-20220510/U/PHG,https://www.stockwatch.com/Quote/Fundamentals?U:PHG,Philips Annual General Meeting of Shareholders approves dividend and other proposals made to shareholders
2022-04-13 00:00:00+00:00,15.5,15.5899,15.3,15.43,1137148,15.5,15.5899,15.3,15.43,1137148,0.47,1.0,0.029467085,PMT,2022-03-04 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-b20220303005885-U!PMT-20220304/U/PMT,https://www.stockwatch.com/Quote/Fundamentals?U:PMT,PennyMac Mortgage Investment Trust Declares First Quarter 2022 Dividend for Its Common Shares
2022-05-31 00:00:00+00:00,12.23,12.64,12.23,12.4,550847,12.23,12.64,12.23,12.4,550847,0.45396,1.0,0.036937347,PNGAY,-,-,-,-,-
2022-05-16 00:00:00+00:00,7.786,7.82,7.72,7.77,280243,7.786,7.82,7.72,7.77,280243,0.281036,1.0,0.034976478,POAHY,-,-,-,-,-
2022-05-24 00:00:00+00:00,8.35,8.55,8.23,8.45,56485,8.35,8.55,8.23,8.45,56485,0.3,1.0,0.035419126,PRPH,-,-,-,-,-
2022-05-23 00:00:00+00:00,22.13,22.3509,22.0,22.31,55569,22.13,22.3509,22.0,22.31,55569,0.63,1.0,0.027692308,PTMN,-,-,-,-,-
2022-05-27 00:00:00+00:00,280.0,280.4,269.47,271.28,2522404,280.0,280.4,269.47,271.28,2522404,7.38,1.0,0.026358084,PXD,2022-05-04 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220504006020-U!PXD-20220504/U/PXD,https://www.stockwatch.com/Quote/Fundamentals?U:PXD,Pioneer Natural Resources Declares Second Quarter Dividend on Common Shares
2022-05-27 00:00:00+00:00,67.52,68.0211,66.66,67.01,40988,67.52,68.0211,66.66,67.01,40988,2.0,1.0,0.029069767,QRTEP,2022-05-18 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-b20220518006024-U!QRTE-20220518/U/QRTE,https://www.stockwatch.com/Quote/Fundamentals?U:QRTEP,"Qurate Retail, Inc. Declares Quarterly Cash Dividend on 8.0% Series A Cumulative Redeemable Preferred Stock"
2022-05-10 00:00:00+00:00,47.39,49.305,45.34,48.98,654087,47.39,49.305,45.34,48.98,654087,1.0,1.0,0.020433183,RILY,2022-04-07 19:05:00,AMC,https://www.stockwatch.com/News/Item/U-prLA18032-U!RILY-20220407/U/RILY,https://www.stockwatch.com/Quote/Fundamentals?U:RILY,B. Riley Financial Declares Preferred Stock Dividends
2022-04-08 00:00:00+00:00,7.78,7.85,7.66,7.79,631875,7.78,7.85,7.66,7.79,631875,0.2125,1.0,0.026629073,RTL,2022-04-01 09:00:00,BMO,https://www.stockwatch.com/News/Item/U-prNY00891-U!RTL-20220401/U/RTL,https://www.stockwatch.com/Quote/Fundamentals?U:RTL,The Necessity Retail REIT Announces Common Stock Dividend for Second Quarter 2022
2022-05-12 00:00:00+00:00,12.53,12.8,12.26,12.64,231297,12.53,12.8,12.26,12.64,231297,0.3,1.0,0.023041475,RTLR,-,-,-,-,-
2022-05-11 00:00:00+00:00,1.08,1.3,1.05,1.3,453735,1.08,1.3,1.05,1.3,453735,2.13,1.0,0.676190476,RVIC,2022-04-12 19:07:00,AMC,https://www.stockwatch.com/News/Item/U-b20220412006081-U!RVIC-20220412/U/RVIC,https://www.stockwatch.com/Quote/Fundamentals?U:RVIC,Retail Value Inc. Announces Sale Closing & Special Common Distribution
2022-05-09 00:00:00+00:00,12.9,14.0551,12.79,13.7,70101,12.9,14.0551,12.79,13.7,70101,0.3,1.0,0.021141649,RWAY,2022-04-29 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-z8531648-U!RWAY-20220429/U/RWAY,https://www.stockwatch.com/Quote/Fundamentals?U:RWAY,Runway Growth Announces Second Quarter 2022 Dividend of $0.30
2022-04-08 00:00:00+00:00,4.94,4.9599,4.83,4.87,297469,4.94,4.9599,4.83,4.87,297469,0.12,1.0,0.024144869,SACH,2022-04-01 10:00:00,DAY,https://www.stockwatch.com/News/Item/U-z8514381-U!SACH-20220401/U/SACH,https://www.stockwatch.com/Quote/Fundamentals?U:SACH,Sachem Capital Corp. Announces Dividend of $0.12 Per Share
2022-05-19 00:00:00+00:00,95.35,96.4,93.01,93.2,2220446,95.35,96.4,93.01,93.2,2220446,2.117115,1.0,0.022706081,SAP,-,-,-,-,-
2022-05-19 00:00:00+00:00,22.3,22.4775,22.0,22.1101,82329,22.3,22.4775,22.0,22.1101,82329,2.225685,1.0,0.092736875,SAXPY,-,-,-,-,-
2022-05-17 00:00:00+00:00,27.11,27.29,26.78,27.0301,461386,27.11,27.29,26.78,27.0301,461386,0.610032,1.0,0.023107273,SBGSY,-,-,-,-,-
2022-06-02 00:00:00+00:00,31.25,31.99,30.6801,31.87,3191155,31.25,31.99,30.6801,31.87,3191155,1.65,1.0,0.04954955,SBLK,2022-05-24 20:29:00,AMC,https://www.stockwatch.com/News/Item/U-z8559242-U!SBLK-20220524/U/SBLK,https://www.stockwatch.com/Quote/Fundamentals?U:SBLK,Star Bulk Carriers Corp. Reports Net Profit of $170.4 Million for the First Quarter of 2022 and Declares Quarterly Dividend of $1.65 Per Share
2022-05-13 00:00:00+00:00,12.78,12.8,12.375,12.58,2492108,12.78,12.8,12.375,12.58,2492108,0.3,1.0,0.023328149,SBRA,-,-,-,-,-
2022-04-29 00:00:00+00:00,8.99,9.325,8.975,9.22,1649983,8.99,9.325,8.975,9.22,1649983,0.200412,1.0,0.021480386,SBS,-,-,-,-,-
2022-05-16 00:00:00+00:00,53.93,54.56,53.36,54.15,1759941,53.93,54.56,53.36,54.15,1759941,1.25,1.0,0.022702506,SCCO,-,-,-,-,-
2022-05-23 00:00:00+00:00,5.17,5.22,4.98,5.0,585920,5.17,5.22,4.98,5.0,585920,0.346331,1.0,0.065099812,SCGLY,-,-,-,-,-
2022-05-18 00:00:00+00:00,2.74,3.07,2.74,2.905,42250,2.74,3.07,2.74,2.905,42250,0.195426,1.0,0.066471429,SCRYY,-,-,-,-,-
2022-04-28 00:00:00+00:00,19.035,19.23,18.69,18.9701,166950,19.035,19.23,18.69,18.9701,166950,0.507794,1.0,0.025581562,SDVKY,2022-03-23 15:12:00,DAY,https://www.stockwatch.com/News/Item/U-prIO01607-U!SDVKY-20220323/U/SDVKY,https://www.stockwatch.com/Quote/Fundamentals?U:SDVKY,"Sandvik to propose distribution and listing of SMT to the AGM, announces the planned new name"
2022-05-02 00:00:00+00:00,13.97,14.02,13.78,13.86,1443266,13.97,14.02,13.78,13.86,1443266,0.3,1.0,0.021231423,SHLX,2022-04-21 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z8526024-U!SHLX-20220421/U/SHLX,https://www.stockwatch.com/Quote/Fundamentals?U:SHLX,"Shell Midstream Partners, L.P. Declares Distribution of $0.30 Per Limited Partner Common Unit"
2022-05-11 00:00:00+00:00,3.51,3.71,3.5,3.58,11466949,3.51,3.71,3.5,3.58,11466949,0.13577,1.0,0.037713889,SID,-,-,-,-,-
2022-05-16 00:00:00+00:00,7.36,7.43,7.11,7.11,220926,7.36,7.43,7.11,7.11,220926,0.45,1.0,0.060321716,SIGA,2022-05-05 10:30:00,DAY,https://www.stockwatch.com/News/Item/U-z8536223-U!SIGA-20220505/U/SIGA,https://www.stockwatch.com/Quote/Fundamentals?U:SIGA,SIGA Declares Special Dividend of $0.45 Per Share
2022-05-09 00:00:00+00:00,18.05,18.4,17.7412,18.4,31428,18.05,18.4,17.7412,18.4,31428,0.5,1.0,0.026567481,SIRE,2022-04-29 19:03:00,AMC,https://www.stockwatch.com/News/Item/U-b20220429005649-U!SIRE-20220429/U/SIRE,https://www.stockwatch.com/Quote/Fundamentals?U:SIRE,Sisecam Resources LP Announces Quarterly Cash Distribution
2022-04-28 00:00:00+00:00,16.97,17.12,16.27,16.63,741729,16.97,17.12,16.27,16.63,741729,1.0,1.0,0.059988002,SKT,2022-04-11 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-prCL18266-U!SKT-20220411/U/SKT,https://www.stockwatch.com/Quote/Fundamentals?U:SKT,Tanger Increases Dividend by 9.6%
2022-05-11 00:00:00+00:00,10.31,10.31,9.69,9.93,39434,10.31,10.31,9.69,9.93,39434,0.4313117,1.0,0.041293605,SLCJY,-,-,-,-,-
2022-04-07 00:00:00+00:00,39.94,40.26,39.45,40.23,40760,39.94,40.26,39.45,40.23,40760,1.089293,1.0,0.026816667,SMFKY,-,-,-,-,-
2022-05-31 00:00:00+00:00,0.48,0.5113,0.475,0.4895,53900,0.48,0.5113,0.475,0.4895,53900,0.046,1.0,0.088512603,SNPMF,-,-,-,-,-
2022-05-04 00:00:00+00:00,52.49,52.53,51.1,51.44,2344355,52.21043541,52.25022237,50.82783863,51.16602777,2344355,1.7967514,1.0,0.033634433,SNY,-,-,-,-,-
2022-05-24 00:00:00+00:00,7.08,7.3,6.97,7.3,142964,7.08,7.3,6.97,7.3,142964,0.3125,1.0,0.041445623,SPOK,-,-,-,-,-
2022-06-02 00:00:00+00:00,103.83,105.8499,98.9,99.3,2651671,103.83,105.8499,98.9,99.3,2651671,2.78716,1.0,0.027666865,SQM,-,-,-,-,-
2022-05-09 00:00:00+00:00,9.4,10.21,8.98,9.96,26336,9.4,10.21,8.98,9.96,26336,0.27,1.0,0.02755102,SRL,2022-04-29 21:50:00,AMC,https://www.stockwatch.com/News/Item/U-prLA42168-U!SRL-20220429/U/SRL,https://www.stockwatch.com/Quote/Fundamentals?U:SRL,"SCULLY ROYALTY LTD. PROVIDES CORPORATE UPDATE, FILES ITS 2021 ANNUAL REPORT ON FORM 20-F AND DECLARES ITS SECOND 2022 CASH DIVIDEND"
2022-05-05 00:00:00+00:00,16.43,16.45,15.57,15.57,57800,16.43,16.45,15.57,15.57,57800,0.4338,1.0,0.025898507,SRLP,2022-04-25 09:00:00,BMO,https://www.stockwatch.com/News/Item/U-z8526837-U!SRLP-20220425/U/SRLP,https://www.stockwatch.com/Quote/Fundamentals?U:SRLP,Sprague Resources LP Announces Cash Distribution for the First Quarter of 2022 and Earnings Conference Call Schedule
2022-04-19 00:00:00+00:00,21.85,22.0,21.67,21.89,147968,21.85,22.0,21.67,21.89,147968,1.569466,1.0,0.06594395,SSREY,-,-,-,-,-
2022-04-19 00:00:00+00:00,14.47,14.49,14.18,14.18,4080642,14.47,14.49,14.18,14.18,4080642,1.122,1.0,0.074304636,STLA,2022-02-25 22:20:00,AMC,https://www.stockwatch.com/News/Item/U-z1000607317-U!STLA-20220225/U/STLA,https://www.stockwatch.com/Quote/Fundamentals?U:STLA,Stellantis Publishes 2021 Annual Report and Files Form 20-F and Provides Calendar of Proposed Dividend Distribution
2022-05-26 00:00:00+00:00,11.61,12.2,11.18,12.2,177839,11.61,12.2,11.18,12.2,177839,0.275082,1.0,0.023353595,SWGAY,-,-,-,-,-
2022-04-05 00:00:00+00:00,6.17,6.43,6.1,6.33,221124,6.17,6.43,6.1,6.33,221124,0.204355,1.0,0.031930469,SWRAY,-,-,-,-,-
2022-06-01 00:00:00+00:00,5.07,5.12,5.015,5.12,1310066,5.07,5.12,5.015,5.12,1310066,0.15799,1.032258,0.029697368,TEF,-,-,-,-,-
2022-05-12 00:00:00+00:00,12.68,12.9,12.57,12.64,154121,12.68,12.9,12.57,12.64,154121,0.5766793,1.0,0.044156149,TELNY,-,-,-,-,-
2022-04-28 00:00:00+00:00,4.47,4.51,4.2344,4.44,564442,4.47,4.51,4.2344,4.44,564442,0.1,1.0,0.022421525,TGA,2022-03-16 22:14:00,AMC,https://www.stockwatch.com/News/Item/U-nf117121_313-U!TGA-20220316/U/TGA,https://www.stockwatch.com/Quote/Fundamentals?U:TGA,Transglobe Energy Corporation Announces Declaration of Dividend
2022-05-25 00:00:00+00:00,0.9294,0.9294,0.85,0.85,34390,0.9294,0.9294,0.85,0.85,34390,0.020332,1.0,0.022221979,TKGBY,-,-,-,-,-
2022-04-07 00:00:00+00:00,7.92,7.97,7.85,7.9,83400,7.92,7.97,7.85,7.9,83400,0.209061,1.0,0.025620221,TLSNY,-,-,-,-,-
2022-05-11 00:00:00+00:00,53.08644,54.9206,52.2675,53.25,57274,53.08644,54.9206,52.2675,53.25,57274,1.152,1.0,0.021855435,TRMLF,-,-,-,-,-
2022-05-19 00:00:00+00:00,9.523,9.56,9.43,9.465,298581,9.523,9.56,9.43,9.465,298581,0.2963914,1.0,0.030336888,TSCDY,-,-,-,-,-
