Ex-dividend date,divCash,splitFactor,div_ratio,ticker,DecDay,Time,Link,FundamentLink,PreNewsPrice,OpenPrice,MaxBeforeRecord,MinBeforeRecord,CloseBeforeRecord,OpenAtRecord,AvgVol
2017-04-18 00:00:00+00:00,0.76258,1.0,0.033373304,ABB,2017-03-14 12:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6710057-U!ABB-20170314/U/ABB,https://www.stockwatch.com/Quote/Fundamentals?U:ABB,22.57,22.57,23.5562,22.6,22.85,22.1,1773864.1
2007-08-01 00:00:00+00:00,1.397,1.0,0.029654001,ABC,2007-07-26 10:00:00,DAY,https://www.stockwatch.com/News/Item/U-b005270-U!ABC-20070726/U/ABC,https://www.stockwatch.com/Quote/Fundamentals?U:ABC,48.2,47.73,47.97,45.9,47.11,46.99,1036540.0
2012-12-11 00:00:00+00:00,2.0,1.0,0.660066007,ABCP,2012-10-22 15:46:00,DAY,https://www.stockwatch.com/News/Item/U-prNY97362-U!ABCP-20121022/U/ABCP,https://www.stockwatch.com/Quote/Fundamentals?U:ABCP,2.79,2.85,3.15,2.78,3.03,1.01,76270.0
2014-09-26 00:00:00+00:00,0.34,1.0,0.025110783,ABDC,2014-08-12 21:24:00,AMC,https://www.stockwatch.com/News/Item/U-prPH89267-U!ABDC-20140812/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,12.41,12.5,13.9812,12.32,13.54,13.3,86075.55
2015-03-27 00:00:00+00:00,0.34,1.0,0.024602026,ABDC,2015-03-17 19:15:00,AMC,https://www.stockwatch.com/News/Item/U-prPH57724-U!ABDC-20150317/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,13.87,13.9,14.44,13.66,13.82,13.55,48865.75
2015-09-28 00:00:00+00:00,0.34,1.0,0.026835043,ABDC,2015-08-11 12:21:00,DAY,https://www.stockwatch.com/News/Item/U-prPH76824-U!ABDC-20150811/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,12.28,12.46,13.28,10.01,12.67,12.42,44832.5
2015-12-29 00:00:00+00:00,0.34,1.0,0.028333333,ABDC,2015-11-09 23:30:00,AMC,https://www.stockwatch.com/News/Item/U-prPH52689-U!ABDC-20151109/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,12.22,12.05,12.73,11.005,12.0,11.86,32740.9
2016-03-29 00:00:00+00:00,0.34,1.0,0.029310345,ABDC,2016-03-09 11:31:00,DAY,https://www.stockwatch.com/News/Item/U-prPH42781-U!ABDC-20160309/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,10.2699,10.21,11.9001,10.22,11.6,11.25,31196.9
2016-06-28 00:00:00+00:00,0.34,1.0,0.027960526,ABDC,2016-05-05 21:31:00,AMC,https://www.stockwatch.com/News/Item/U-prPH91580-U!ABDC-20160505/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,11.84,11.3,12.5,11.0,12.16,12.15,28359.15
2016-09-28 00:00:00+00:00,0.34,1.0,0.025525526,ABDC,2016-08-04 21:30:00,AMC,https://www.stockwatch.com/News/Item/U-prPH63107-U!ABDC-20160804/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,12.24,12.19,13.47,12.19,13.32,12.9,31174.1
2016-12-28 00:00:00+00:00,0.34,1.0,0.026962728,ABDC,2016-11-03 21:52:00,AMC,https://www.stockwatch.com/News/Item/U-prPH36350-U!ABDC-20161103/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,12.91,12.92,13.04,11.17,12.61,12.5,35928.3
2017-03-29 00:00:00+00:00,0.37,1.0,0.026447462,ABDC,2017-03-09 21:00:00,AMC,https://www.stockwatch.com/News/Item/U-prPH33615-U!ABDC-20170309/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,12.63,12.64,14.23,12.6179,13.99,13.7,51901.2
2017-06-28 00:00:00+00:00,0.34,1.0,0.024799416,ABDC,2017-05-04 21:00:00,AMC,https://www.stockwatch.com/News/Item/U-prPH81926-U!ABDC-20170504/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,13.93,13.94,14.61,13.13,13.71,13.42,54523.65
2017-09-28 00:00:00+00:00,0.34,1.0,0.03046595,ABDC,2017-08-03 21:22:00,AMC,https://www.stockwatch.com/News/Item/U-prPH58244-U!ABDC-20170803/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,11.71,11.55,11.79,10.2,11.16,10.78,101689.95
2017-12-28 00:00:00+00:00,0.25,1.0,0.028473804,ABDC,2017-11-06 22:46:00,AMC,https://www.stockwatch.com/News/Item/U-prPH36697-U!ABDC-20171106/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,8.68,8.18,9.01,7.0,8.78,8.47,72388.75
2018-03-28 00:00:00+00:00,0.18,1.0,0.025280899,ABDC,2018-03-14 20:22:00,AMC,https://www.stockwatch.com/News/Item/U-prPH39740-U!ABDC-20180314/U/ABDC,https://www.stockwatch.com/Quote/Fundamentals?U:ABDC,7.7501,6.75,7.28,5.931,7.12,6.98,52680.15
1999-02-03 00:00:00+00:00,0.719,1.0,0.081014085,ABFS,1999-01-25 20:57:00,AMC,https://www.stockwatch.com/News/Item/U-025p0775-U!ABFS-19990125/U/ABFS,https://www.stockwatch.com/Quote/Fundamentals?U:ABFS,8.5,8.5,9.125,7.5,8.875,8.75,283805.0
2005-04-27 00:00:00+00:00,0.55,1.0,0.021121352,ABR,2005-04-18 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-pNYM034-U!ABR-20050418/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,25.35,25.99,26.29,25.8,26.04,25.85,54210.0
2005-08-11 00:00:00+00:00,0.57,1.0,0.020689655,ABR,2005-07-05 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-pNYTU041-U!ABR-20050705/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,28.95,29.44,31.2,26.68,27.55,27.23,108110.0
2005-10-25 00:00:00+00:00,0.65,1.0,0.023255814,ABR,2005-10-17 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-pNYM047-U!ABR-20051017/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,27.85,27.97,28.07,26.78,27.95,27.5,119500.0
2006-01-19 00:00:00+00:00,0.7,1.0,0.026080477,ABR,2006-01-17 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-pNYTU023-U!ABR-20060117/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,27.1,26.65,27.19,26.59,26.84,26.57,89590.0
2006-04-27 00:00:00+00:00,0.72,1.0,0.027788499,ABR,2006-04-20 19:01:00,AMC,https://www.stockwatch.com/News/Item/U-pNYTH165-U!ABR-20060420/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,25.53,25.85,26.45,25.62,25.91,25.1,106540.0
2006-08-03 00:00:00+00:00,0.57,1.0,0.022033243,ABR,2006-07-25 19:05:00,AMC,https://www.stockwatch.com/News/Item/U-pNYTU170-U!ABR-20060725/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,25.73,24.75,25.95,23.89,25.87,25.2,80260.0
2006-11-06 00:00:00+00:00,0.58,1.0,0.02061123,ABR,2006-10-25 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-pNYW053-U!ABR-20061025/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,27.39,27.9,28.45,27.64,28.14,27.55,74275.0
2007-05-14 00:00:00+00:00,0.62,1.0,0.020728853,ABR,2007-04-25 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-pNYW066-U!ABR-20070425/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,31.76,31.58,32.13,29.344,29.91,29.4375,95200.0
2007-08-13 00:00:00+00:00,0.62,1.0,0.033567948,ABR,2007-07-25 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-pNYW024-U!ABR-20070725/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,23.3,22.62,22.65,16.76,18.47,18.35,171655.0
2007-11-13 00:00:00+00:00,0.62,1.0,0.033243968,ABR,2007-10-25 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-pNYTH014-U!ABR-20071025/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,18.35,18.39,19.18,16.2,18.65,18.6,223735.0
2008-02-13 00:00:00+00:00,0.62,1.0,0.035550459,ABR,2008-01-29 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-pNYTU040-U!ABR-20080129/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,18.0,17.34,18.8,16.78,17.44,16.48,444315.0
2008-05-13 00:00:00+00:00,0.62,1.0,0.035900405,ABR,2008-04-25 12:00:00,DAY,https://www.stockwatch.com/News/Item/U-pNYF008-U!ABR-20080425/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,17.5,17.26,17.98,16.28,17.27,16.79,157940.0
2008-08-13 00:00:00+00:00,0.62,1.0,0.052676296,ABR,2008-07-25 11:30:00,DAY,https://www.stockwatch.com/News/Item/U-pNY28771-U!ABR-20080725/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,10.34,10.79,12.31,10.38,11.77,11.15,333745.0
2008-11-12 00:00:00+00:00,0.24,1.0,0.057142857,ABR,2008-10-27 19:02:00,AMC,https://www.stockwatch.com/News/Item/U-pNY41859-U!ABR-20081027/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,3.85,3.9,5.75,2.87,4.2,3.96,276855.0
2012-11-16 00:00:00+00:00,0.11,1.0,0.022,ABR,2012-11-02 11:01:00,DAY,https://www.stockwatch.com/News/Item/U-z10010624-U!ABR-20121102/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,5.57,5.46,5.54,4.96,5.0,4.84,320650.0
2015-05-13 00:00:00+00:00,0.15,1.0,0.022255193,ABR,2015-05-01 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z10131666-U!ABR-20150501/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,7.19,7.01,7.19,6.74,6.74,6.7,60519.35
2015-08-12 00:00:00+00:00,0.15,1.0,0.02283105,ABR,2015-07-31 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z10143718-U!ABR-20150731/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,6.75,6.84,6.85,6.48,6.57,6.42,125783.75
2015-11-16 00:00:00+00:00,0.15,1.0,0.022255193,ABR,2015-11-06 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z10155077-U!ABR-20151106/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,6.5,6.56,6.88,6.58,6.74,6.65,76740.75
2016-03-08 00:00:00+00:00,0.15,1.0,0.021929825,ABR,2016-02-26 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6198166-U!ABR-20160226/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,6.45,6.61,6.95,6.58,6.84,6.66,91101.15
2016-05-16 00:00:00+00:00,0.15,1.0,0.021097046,ABR,2016-05-06 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6263341-U!ABR-20160506/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,6.74,6.91,7.19,6.88,7.11,6.98,72920.4
2016-08-15 00:00:00+00:00,0.16,1.0,0.021917808,ABR,2016-08-05 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6401993-U!ABR-20160805/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,7.4,7.35,7.38,7.23,7.3,7.25,71303.9
2016-11-17 00:00:00+00:00,0.16,1.0,0.021052632,ABR,2016-11-09 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6603352-U!ABR-20161109/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,7.35,7.29,7.88,7.19,7.6,7.48,83819.8
2017-03-13 00:00:00+00:00,0.17,1.0,0.021907216,ABR,2017-03-03 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6706255-U!ABR-20170303/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,7.46,7.64,7.85,7.55,7.76,7.68,82283.15
2017-05-15 00:00:00+00:00,0.18,1.0,0.02195122,ABR,2017-05-05 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6779225-U!ABR-20170505/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,8.61,8.63,8.99,8.1,8.2,8.03,193875.8
2017-08-14 00:00:00+00:00,0.18,1.0,0.02200489,ABR,2017-08-04 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6922425-U!ABR-20170804/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,8.3,8.29,8.35,8.0899,8.18,8.0,285027.05
2017-11-14 00:00:00+00:00,0.19,1.0,0.022196262,ABR,2017-11-03 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z6988498-U!ABR-20171103/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,8.48,8.55,8.61,8.25,8.56,8.37,323692.55
2018-03-07 00:00:00+00:00,0.21,1.0,0.024137931,ABR,2018-02-23 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z7149666-U!ABR-20180223/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,8.55,8.51,8.71,8.54,8.7,8.48,476362.9
2018-05-14 00:00:00+00:00,0.25,1.0,0.026455026,ABR,2018-05-04 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z7230548-U!ABR-20180504/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,8.8,9.16,9.51,9.17,9.45,9.3,345447.6
2018-08-14 00:00:00+00:00,0.25,1.0,0.021777003,ABR,2018-08-03 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z7337740-U!ABR-20180803/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,11.49,11.74,11.81,11.27,11.48,11.3,1859176.2
2018-11-14 00:00:00+00:00,0.27,1.0,0.021327014,ABR,2018-11-02 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z7423050-U!ABR-20181102/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,12.0,12.24,12.79,11.95,12.66,12.46,810556.95
2019-02-28 00:00:00+00:00,0.27,1.0,0.020673813,ABR,2019-02-15 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z7503726-U!ABR-20190215/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,11.99,12.3,13.23,12.335,13.06,12.76,765256.7
2019-05-22 00:00:00+00:00,0.28,1.0,0.020942408,ABR,2019-05-10 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z7619273-U!ABR-20190510/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,13.01,13.04,13.47,12.79,13.37,13.14,1201579.25
2019-08-14 00:00:00+00:00,0.29,1.0,0.022943038,ABR,2019-08-02 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z7688089-U!ABR-20190802/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,12.42,12.78,12.81,12.19,12.64,12.29,857604.95
2020-02-27 00:00:00+00:00,0.3,1.0,0.02189781,ABR,2020-02-14 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z7814980-U!ABR-20200214/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,15.0,14.78,15.07,13.51,13.7,13.3,887437.25
2020-06-29 00:00:00+00:00,0.3,1.0,0.032397408,ABR,2020-05-08 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z7917144-U!ABR-20200508/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,7.45,7.51,11.02,5.67,9.26,9.06,2524184.95
2020-08-14 00:00:00+00:00,0.31,1.0,0.027050611,ABR,2020-07-31 11:00:00,DAY,https://www.stockwatch.com/News/Item/U-z7978840-U!ABR-20200731/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,9.96,10.19,12.04,10.05,11.46,11.15,1472907.35
2020-11-13 00:00:00+00:00,0.32,1.0,0.024806202,ABR,2020-10-30 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z8076683-U!ABR-20201030/U/ABR,https://www.stockwatch.com/Quote/Fundamentals?U:ABR,11.8,11.82,14.385,12.01,12.9,12.75,1060640.45
2004-05-03 00:00:00+00:00,2.915445975,1.068832835,0.066230031,ABT,2004-04-12 11:06:00,DAY,https://www.stockwatch.com/News/Item/U-pCGM014-U!ABT-20040412/U/ABT,https://www.stockwatch.com/Quote/Fundamentals?U:ABT,41.25,41.2,44.67,40.0,44.02,41.37,11522290.0
2013-01-02 00:00:00+00:00,34.64972136,1.0,0.52900338,ABT,2012-12-14 14:50:00,DAY,https://www.stockwatch.com/News/Item/U-prAQ29958-U!ABT-20121214/U/ABT,https://www.stockwatch.com/Quote/Fundamentals?U:ABT,64.99,65.35,66.1,64.01,65.5,32.3,13312625.0
2015-11-25 00:00:00+00:00,0.43,1.0,0.024641834,ABY,2015-11-06 11:15:00,DAY,https://www.stockwatch.com/News/Item/U-z6023127-U!ABY-20151106/U/ABY,https://www.stockwatch.com/Quote/Fundamentals?U:ABY,20.48,20.81,21.83,16.4,17.45,14.3,760945.6
1999-03-22 00:00:00+00:00,0.41,1.0,0.024117647,ACAS,1999-02-02 22:13:00,AMC,https://www.stockwatch.com/News/Item/U-033p0882-U!ACAS-19990202/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,17.63,17.63,19.0,14.0,17.0,17.0,28820.0
1999-06-17 00:00:00+00:00,0.43,1.0,0.022560336,ACAS,1999-05-06 18:34:00,AMC,https://www.stockwatch.com/News/Item/U-126p0717-U!ACAS-19990506/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,17.56,17.75,21.25,17.25,19.06,18.94,57105.0
1999-08-19 00:00:00+00:00,0.43,1.0,0.024307518,ACAS,1999-08-03 21:44:00,AMC,https://www.stockwatch.com/News/Item/U-215p1895-U!ACAS-19990803/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,17.94,18.0,18.81,16.25,17.69,17.63,112860.0
1999-12-13 00:00:00+00:00,0.44,1.0,0.020705882,ACAS,1999-11-02 21:53:00,AMC,https://www.stockwatch.com/News/Item/U-306p9407-U!ACAS-19991102/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,20.06,20.5,22.88,19.13,21.25,21.31,80020.0
2000-05-15 00:00:00+00:00,0.49,1.0,0.022727273,ACAS,2000-05-03 19:14:00,AMC,https://www.stockwatch.com/News/Item/U-124p4204-U!ACAS-20000503/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,22.88,23.0,23.0,21.31,21.56,21.63,55705.0
2000-09-13 00:00:00+00:00,0.49,1.0,0.020416667,ACAS,2000-08-02 01:53:00,BMO,https://www.stockwatch.com/News/Item/U-214p0844-U!ACAS-20000801/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,25.5,25.5,25.5,22.44,24.0,23.94,121595.0
2000-12-08 00:00:00+00:00,0.52,1.0,0.022727273,ACAS,2000-12-06 22:30:00,AMC,https://www.stockwatch.com/News/Item/U-341p8587-U!ACAS-20001206/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,22.19,22.56,22.94,22.38,22.88,22.63,174550.0
2001-03-13 00:00:00+00:00,0.53,1.0,0.020479134,ACAS,2001-02-06 03:10:00,BMO,https://www.stockwatch.com/News/Item/U-037p0045-U!ACAS-20010205/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,25.13,25.5,27.88,23.88,25.88,25.81,220975.0
2002-06-10 00:00:00+00:00,0.63,1.0,0.02114094,ACAS,2002-05-01 03:30:00,BMO,https://www.stockwatch.com/News/Item/U-121p6203-U!ACAS-20020430/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,32.07,32.02,32.25,27.68,29.8,29.4,279245.0
2002-09-10 00:00:00+00:00,0.66,1.0,0.030956848,ACAS,2002-07-31 01:34:00,BMO,https://www.stockwatch.com/News/Item/U-pNYTU186-U!ACAS-20020730/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,25.21,25.21,26.0,20.51,21.32,21.53,656330.0
2002-12-10 00:00:00+00:00,0.67,1.0,0.030961183,ACAS,2002-11-06 02:54:00,BMO,https://www.stockwatch.com/News/Item/U-pNYTU195-U!ACAS-20021105/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,20.17,20.43,22.0,18.0,21.64,21.31,569605.0
2003-03-10 00:00:00+00:00,0.67,1.0,0.027459016,ACAS,2003-02-12 02:54:00,BMO,https://www.stockwatch.com/News/Item/U-pNYTU192-U!ACAS-20030211/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,22.58,22.54,25.07,22.22,24.4,23.55,434140.0
2003-06-10 00:00:00+00:00,0.68,1.0,0.023935234,ACAS,2003-05-13 22:40:00,AMC,https://www.stockwatch.com/News/Item/U-pDCTU083-U!ACAS-20030513/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,25.31,25.45,29.48,23.7,28.41,27.65,609140.0
2003-09-16 00:00:00+00:00,0.69,1.0,0.026355997,ACAS,2003-08-05 21:48:00,AMC,https://www.stockwatch.com/News/Item/U-pDCTU053-U!ACAS-20030805/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,26.5,24.45,26.73,20.75,26.18,25.4,402065.0
2003-12-12 00:00:00+00:00,0.69,1.0,0.023485364,ACAS,2003-12-12 13:15:00,DAY,https://www.stockwatch.com/News/Item/U-pDCF004-U!ACAS-20031212/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,,,,,,,
2004-02-20 00:00:00+00:00,0.7,1.0,0.020703934,ACAS,2004-02-11 02:51:00,BMO,https://www.stockwatch.com/News/Item/U-pNYTU187-U!ACAS-20040210/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,32.25,32.55,34.91,31.84,33.81,33.08,660080.0
2004-05-14 00:00:00+00:00,0.7,1.0,0.026535254,ACAS,2004-05-05 00:00:00,BMO,https://www.stockwatch.com/News/Item/U-pDCTU086-U!ACAS-20040504/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,27.04,26.98,28.25,25.51,26.38,26.0,819930.0
2004-08-12 00:00:00+00:00,0.72,1.0,0.023128815,ACAS,2004-08-06 18:12:00,AMC,https://www.stockwatch.com/News/Item/U-pDCF020-U!ACAS-20040806/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,29.91,29.9,31.25,29.88,31.13,30.54,678665.0
2004-11-10 00:00:00+00:00,0.73,1.0,0.022776911,ACAS,2004-11-03 00:17:00,BMO,https://www.stockwatch.com/News/Item/U-pDCTU045-U!ACAS-20041102/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,31.25,30.82,32.09,30.5,32.05,31.55,657615.0
2005-02-23 00:00:00+00:00,0.73,1.0,0.02115942,ACAS,2005-02-15 23:46:00,AMC,https://www.stockwatch.com/News/Item/U-pDCTU072-U!ACAS-20050215/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,34.86,34.96,35.7,34.4,34.5,34.34,650895.0
2005-05-12 00:00:00+00:00,0.75,1.0,0.022058824,ACAS,2005-05-03 23:27:00,AMC,https://www.stockwatch.com/News/Item/U-pDCTU077-U!ACAS-20050503/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,32.34,32.7,34.488,32.49,34.0,33.7,628740.0
