Ex-dividend date,divCash,splitFactor,div_ratio,ticker,DecDay,Time,Link,FundamentLink,PreNewsPrice,OpenPrice,MaxBeforeRecord,MinBeforeRecord,CloseBeforeRecord,OpenAtRecord,AvgVol,DayDiff,positive_close,gain,DivToPrice,month,week,weekday,predict,Gain
2009-06-26,0.215,1.0,0.027958388,ALSK,2009-06-16,DAY,https://www.stockwatch.com/News/Item/U-b005403-U!ALSK-20090616/U/ALSK,https://www.stockwatch.com/Quote/Fundamentals?U:ALSK,6.97,6.99,7.72,7.01,7.69,7.55,314374.0,10,1,0.10014306151645203,3.08,6,25,1,0.368042311436208,1.100143061516452
2009-09-01,0.12,1.0,0.023904382,UVE,2009-06-17,DAY,https://www.stockwatch.com/News/Item/U-i0511386-U!UVE-20090617/U/UVE,https://www.stockwatch.com/Quote/Fundamentals?U:UVE,5.56,5.5,5.7,4.45,5.02,5.02,166540.0,76,0,-0.08727272727272739,2.16,6,25,2,0.42794047766328464,0.9127272727272726
2009-07-13,0.38738,1.0,0.033166096,CNSL,2009-06-18,DAY,https://www.stockwatch.com/News/Item/U-z0167486-U!CNSL-20090618/U/CNSL,https://www.stockwatch.com/Quote/Fundamentals?U:CNSL,11.63,11.85,12.08,11.0,11.68,11.05,195575.0,25,0,-0.014345991561181437,3.33,6,25,3,0.5890058719124517,0.9856540084388186
2009-06-25,0.6,1.0,0.038834951,NLY,2009-06-18,AMC,https://www.stockwatch.com/News/Item/U-b005841-U!NLY-20090618/U/NLY,https://www.stockwatch.com/Quote/Fundamentals?U:NLY,14.99,15.28,15.56,15.07,15.45,14.79,13386285.0,7,1,0.011125654450261813,4.0,6,25,3,0.28915223457185085,1.0111256544502618
2009-06-26,0.65,1.0,0.031145184,EPR,2009-06-19,AMC,https://www.stockwatch.com/News/Item/U-b005646-U!EPR-20090619/U/EPR,https://www.stockwatch.com/Quote/Fundamentals?U:EPR,21.26,20.94,21.1,19.9,20.87,20.31,710275.0,7,0,-0.003342884431709714,3.06,6,25,4,0.47509714412966364,0.9966571155682903
2009-06-30,1.5,1.0,0.063157895,AGNC,2009-06-22,AMC,https://www.stockwatch.com/News/Item/U-pPH36357-U!AGNC-20090622/U/AGNC,https://www.stockwatch.com/Quote/Fundamentals?U:AGNC,20.59,22.0,24.04,21.6,23.75,22.03,197615.0,8,1,0.07954545454545459,7.29,6,26,0,0.6168326849825487,1.0795454545454546
2009-07-06,0.40625,1.0,0.040829146,PSEC,2009-06-23,AMC,https://www.stockwatch.com/News/Item/U-i0513350-U!PSEC-20090623/U/PSEC,https://www.stockwatch.com/Quote/Fundamentals?U:PSEC,8.85,9.03,10.42,9.03,9.95,9.71,626260.0,13,1,0.10188261351052041,4.59,6,26,1,0.39347735181597415,1.1018826135105204
2009-07-01,1.1,1.0,0.04007286,HTS,2009-06-23,AMC,https://www.stockwatch.com/News/Item/U-b006377-U!HTS-20090623/U/HTS,https://www.stockwatch.com/Quote/Fundamentals?U:HTS,26.63,26.64,28.78,26.5,27.45,27.25,708934.25,8,1,0.03040540540540526,4.13,6,26,1,0.4672760211531666,1.0304054054054053
2009-07-09,0.25,1.0,0.036390102,MFA,2009-07-01,DAY,https://www.stockwatch.com/News/Item/U-pNY40186-U!MFA-20090701/U/MFA,https://www.stockwatch.com/Quote/Fundamentals?U:MFA,7.09,7.0,7.06,6.8,6.87,6.71,3425570.0,8,0,-0.018571428571428572,3.53,7,27,2,0.2940000766545319,0.9814285714285714
2009-07-09,0.63,1.0,0.044303797,SUI,2009-07-01,DAY,https://www.stockwatch.com/News/Item/U-pDE40073-U!SUI-20090701/U/SUI,https://www.stockwatch.com/Quote/Fundamentals?U:SUI,13.86,13.92,14.6,13.15,14.22,13.81,156895.0,8,1,0.02155172413793105,4.55,7,27,2,0.6234821847666474,1.021551724137931
2009-09-01,9.75,1.0,0.281954887,CAH,2009-07-06,DAY,https://www.stockwatch.com/News/Item/U-pCL41986-U!CAH-20090706/U/CAH,https://www.stockwatch.com/Quote/Fundamentals?U:CAH,29.72,30.15,35.87,28.97,34.58,25.32,3395175.0,57,1,0.14693200663349915,32.81,7,28,0,0.8892519715761763,1.1469320066334991
2009-07-22,0.34,1.0,0.038116592,CODI,2009-07-10,DAY,https://www.stockwatch.com/News/Item/U-pNY44503-U!CODI-20090710/U/CODI,https://www.stockwatch.com/Quote/Fundamentals?U:CODI,8.2,8.37,8.96,8.31,8.92,8.56,361270.0,12,1,0.06571087216248506,4.15,7,28,4,0.3914528084947559,1.065710872162485
2009-07-22,0.32,1.0,0.041775457,ANH,2009-07-10,AMC,https://www.stockwatch.com/News/Item/U-b005611-U!ANH-20090710/U/ANH,https://www.stockwatch.com/Quote/Fundamentals?U:ANH,7.26,7.31,7.67,7.3,7.66,7.39,1171675.0,12,1,0.04787961696306442,4.41,7,28,4,0.29413367855163713,1.0478796169630644
2009-08-27,0.3,1.0,0.022354694,SFL,2009-07-13,AMC,https://www.stockwatch.com/News/Item/U-i0518348-U!SFL-20090713/U/SFL,https://www.stockwatch.com/Quote/Fundamentals?U:SFL,9.82,9.78,13.86,9.78,13.42,13.14,513560.0,45,1,0.3721881390593047,3.05,7,29,0,0.7105734146262489,1.3721881390593047
2009-07-28,0.2,1.0,0.025773196,FLY,2009-07-15,DAY,https://www.stockwatch.com/News/Item/U-pSF46771-U!FLY-20090715/U/FLY,https://www.stockwatch.com/Quote/Fundamentals?U:FLY,7.14,7.39,7.85,7.09,7.76,7.8,126665.95,13,1,0.05006765899864685,2.8,7,29,2,0.7064612384225321,1.0500676589986468
2009-07-31,0.345,1.0,0.023046092,GEL,2009-07-15,DAY,https://www.stockwatch.com/News/Item/U-b005326-U!GEL-20090715/U/GEL,https://www.stockwatch.com/Quote/Fundamentals?U:GEL,12.69,13.2,15.5499,13.04,14.97,14.6,74820.0,16,1,0.13409090909090926,2.72,7,29,2,0.7320622858984648,1.1340909090909093
2009-07-29,0.435,1.0,0.023089172,DEP,2009-07-15,DAY,https://www.stockwatch.com/News/Item/U-b005851-U!DEP-20090715/U/DEP,https://www.stockwatch.com/Quote/Fundamentals?U:DEP,17.69,17.58,19.34,17.5,18.84,18.41,730320.9,14,1,0.07167235494880564,2.46,7,29,2,0.4727862259987675,1.0716723549488056
2009-07-29,1.08,1.0,0.020983097,OKS,2009-07-16,AMC,https://www.stockwatch.com/News/Item/U-pDA47542-U!OKS-20090716/U/OKS,https://www.stockwatch.com/Quote/Fundamentals?U:OKS,48.72,46.5,51.65,46.5,51.47,50.22,328061.75,13,1,0.10688172043010757,2.22,7,29,3,0.5310780304493564,1.1068817204301076
2009-07-30,0.425,1.0,0.051328502,CQP,2009-07-17,AMC,https://www.stockwatch.com/News/Item/U-b005652-U!CQP-20090717/U/CQP,https://www.stockwatch.com/Quote/Fundamentals?U:CQP,8.03,8.24,8.75,8.18,8.28,7.84,78035.0,13,1,0.004854368932038833,5.29,7,29,4,0.6709899368215424,1.0048543689320388
2009-07-31,0.45,1.0,0.025466893,CLMT,2009-07-20,AMC,https://www.stockwatch.com/News/Item/U-pDE48886-U!CLMT-20090720/U/CLMT,https://www.stockwatch.com/Quote/Fundamentals?U:CLMT,16.13,16.26,18.53,15.99,17.67,17.61,100756.05,11,1,0.08671586715867163,2.79,7,30,0,0.6837838801360646,1.0867158671586716
2009-09-09,1.0,1.0,0.077101002,FHN,2009-07-21,AMC,https://www.stockwatch.com/News/Item/U-z0169484-U!FHN-20090721/U/FHN,https://www.stockwatch.com/Quote/Fundamentals?U:FHN,11.72,11.45,14.1,11.28,12.97,12.88,3944980.0,50,1,0.132751091703057,8.53,7,30,1,0.7686849781137537,1.132751091703057
2009-08-05,0.2,1.0,0.020725389,FPO,2009-07-22,DAY,https://www.stockwatch.com/News/Item/U-b005298-U!FPO-20090722/U/FPO,https://www.stockwatch.com/Quote/Fundamentals?U:FPO,10.7,10.71,11.16,9.33,9.65,9.83,163250.0,14,0,-0.09897292250233436,1.87,7,30,2,0.025511224440748586,0.9010270774976656
2009-08-03,0.54,1.0,0.023027719,NRP,2009-07-22,AMC,https://www.stockwatch.com/News/Item/U-pDA50319-U!NRP-20090722/U/NRP,https://www.stockwatch.com/Quote/Fundamentals?U:NRP,22.51,22.63,23.6,22.6,23.45,23.12,99705.0,12,1,0.036235086168802555,2.4,7,30,2,0.7706273489364495,1.0362350861688026
2009-07-30,0.52,1.0,0.035738832,LGCY,2009-07-23,AMC,https://www.stockwatch.com/News/Item/U-z0169676-U!LGCY-20090723/U/LGCY,https://www.stockwatch.com/Quote/Fundamentals?U:LGCY,13.51,13.69,14.6,13.26,14.55,14.01,234798.2,7,1,0.06281957633308988,3.85,7,30,3,0.6090129094866531,1.0628195763330899
2009-07-30,2.0,1.0,0.022060446,DO,2009-07-23,DAY,https://www.stockwatch.com/News/Item/U-b005181-U!DO-20090723/U/DO,https://www.stockwatch.com/Quote/Fundamentals?U:DO,86.5,92.28,94.41,88.8,90.66,90.9,2527115.0,7,0,-0.017555266579974083,2.31,7,30,3,0.4665234286253331,0.9824447334200259
2009-07-27,0.45,1.0,0.02849905,TOO,2009-07-23,AMC,https://www.stockwatch.com/News/Item/U-i0521809-U!TOO-20090723/U/TOO,https://www.stockwatch.com/Quote/Fundamentals?U:TOO,15.79,15.79,15.79,15.79,15.79,16.12,72656.0,4,1,0.0,2.85,7,30,3,0.38526287595168357,1.0
2009-07-30,0.64,1.0,0.028318584,MWE,2009-07-23,AMC,https://www.stockwatch.com/News/Item/U-b006083-U!MWE-20090723/U/MWE,https://www.stockwatch.com/Quote/Fundamentals?U:MWE,23.0,23.31,24.0,21.8,22.6,22.4,388375.0,7,0,-0.030459030459030312,2.78,7,30,3,0.5243191480331897,0.9695409695409697
2009-07-30,0.49,1.0,0.021221308,BWP,2009-07-23,AMC,https://www.stockwatch.com/News/Item/U-b006227-U!BWP-20090723/U/BWP,https://www.stockwatch.com/Quote/Fundamentals?U:BWP,22.48,22.41,23.448,22.41,23.09,23.0,253974.8,7,1,0.03034359660865693,2.18,7,30,3,0.6572211849309757,1.030343596608657
2009-07-27,0.57,1.0,0.025968109,TGP,2009-07-23,AMC,https://www.stockwatch.com/News/Item/U-i0521808-U!TGP-20090723/U/TGP,https://www.stockwatch.com/Quote/Fundamentals?U:TGP,21.74,21.83,22.0,21.7,21.95,21.82,116050.0,4,1,0.005497022446175004,2.62,7,30,3,0.598405521498216,1.005497022446175
2009-08-03,0.25,1.0,0.021258503,FUN,2009-07-23,DAY,https://www.stockwatch.com/News/Item/U-pCL51025-U!FUN-20090723/U/FUN,https://www.stockwatch.com/Quote/Fundamentals?U:FUN,10.72,10.69,11.85,10.45,11.76,11.7,122740.0,11,1,0.10009354536950421,2.33,7,30,3,0.7570609433478902,1.1000935453695042
2009-08-04,0.99,1.0,0.021230967,EEP,2009-07-24,AMC,https://www.stockwatch.com/News/Item/U-i0522020-U!EEP-20090724/U/EEP,https://www.stockwatch.com/Quote/Fundamentals?U:EEP,44.47,45.03,46.82,44.06,46.63,46.88,213870.6,11,1,0.035531867643793014,2.23,7,30,4,0.6000018845128042,1.035531867643793
2009-08-28,0.15,1.0,0.021582734,PEI,2009-07-27,DAY,https://www.stockwatch.com/News/Item/U-b005136-U!PEI-20090727/U/PEI,https://www.stockwatch.com/Quote/Fundamentals?U:PEI,5.27,5.48,7.13,5.05,6.95,6.94,805270.0,32,1,0.2682481751824817,2.85,7,31,0,0.5447568777163172,1.2682481751824817
2009-08-04,0.41,1.0,0.042137718,CPLP,2009-07-27,BMO,https://www.stockwatch.com/News/Item/U-z0169846-U!CPLP-20090727/U/CPLP,https://www.stockwatch.com/Quote/Fundamentals?U:CPLP,10.63,10.67,11.49,9.5,9.73,9.32,148310.0,8,0,-0.08809746954076847,3.86,7,31,0,0.757639399772712,0.9119025304592315
2009-08-04,0.4,1.0,0.03030303,NMM,2009-07-27,AMC,https://www.stockwatch.com/News/Item/U-i0522329-U!NMM-20090727/U/NMM,https://www.stockwatch.com/Quote/Fundamentals?U:NMM,11.2,11.27,13.42,10.9,13.2,12.82,124705.0,8,1,0.17125110913930786,3.57,7,31,0,0.7698516989276483,1.1712511091393079
2009-08-06,0.84,1.0,0.022801303,APU,2009-07-27,AMC,https://www.stockwatch.com/News/Item/U-b006252-U!APU-20090727/U/APU,https://www.stockwatch.com/Quote/Fundamentals?U:APU,36.37,36.11,37.4,34.17,36.84,36.87,64821.95,10,1,0.020216006646358364,2.31,7,31,0,0.5527343553520452,1.0202160066463584
2009-08-05,0.745,1.0,0.020316335,ARLP,2009-07-28,DAY,https://www.stockwatch.com/News/Item/U-b005306-U!ARLP-20090728/U/ARLP,https://www.stockwatch.com/Quote/Fundamentals?U:ARLP,36.16,35.3,37.26,33.01,36.67,36.42,96380.0,8,1,0.038810198300283316,2.06,7,31,1,0.3540051443166406,1.0388101983002833
2009-08-06,0.5125,1.0,0.03098549,ENP,2009-07-28,AMC,https://www.stockwatch.com/News/Item/U-b006326-U!ENP-20090728/U/ENP,https://www.stockwatch.com/Quote/Fundamentals?U:ENP,15.35,14.98,16.7,14.98,16.54,16.1,613742.75,9,1,0.10413885180240312,3.34,7,31,1,0.54254306771769,1.1041388518024031
2009-08-05,0.753,1.0,0.033026316,EVEP,2009-07-28,DAY,https://www.stockwatch.com/News/Item/U-i0522490-U!EVEP-20090728/U/EVEP,https://www.stockwatch.com/Quote/Fundamentals?U:EVEP,20.95,21.09,23.19,20.25,22.8,22.11,164422.95,8,1,0.08108108108108114,3.59,7,31,1,0.5893857494793273,1.0810810810810811
2009-08-05,0.753,1.0,0.033026316,EVEPQ,2009-07-28,DAY,https://www.stockwatch.com/News/Item/U-i0522490-U!EVEP-20090728/U/EVEP,https://www.stockwatch.com/Quote/Fundamentals?U:EVEPQ,20.95,21.09,23.19,20.25,22.8,22.11,164422.95,8,1,0.08108108108108114,3.59,7,31,1,0.5893857494793273,1.0810810810810811
2009-08-05,0.75,1.0,0.026315789,MMLP,2009-07-28,AMC,https://www.stockwatch.com/News/Item/U-z0169983-U!MMLP-20090728/U/MMLP,https://www.stockwatch.com/Quote/Fundamentals?U:MMLP,27.19,27.0,28.5,26.52,28.5,28.51,54525.0,8,1,0.05555555555555558,2.76,7,31,1,0.877139215003408,1.0555555555555556
2009-08-10,1.07,1.0,0.347402597,ACAS,2009-07-30,AMC,https://www.stockwatch.com/News/Item/U-pPH54679-U!ACAS-20090730/U/ACAS,https://www.stockwatch.com/Quote/Fundamentals?U:ACAS,3.44,3.3,3.7,2.8,3.08,2.85,2329225.0,11,0,-0.06666666666666654,31.1,7,31,3,0.2085991249750218,0.9333333333333335
2009-09-04,0.25,1.0,0.034818942,FTR,2009-07-30,AMC,https://www.stockwatch.com/News/Item/U-b006097-U!FTR-20090730/U/FTR,https://www.stockwatch.com/Quote/Fundamentals?U:FTR,7.03,7.04,7.24,6.75,7.18,7.02,2783810.0,36,1,0.019886363636363535,3.56,7,31,3,0.30811326969827546,1.0198863636363635
2009-09-11,0.36,1.0,0.024810476,WWE,2009-07-31,AMC,https://www.stockwatch.com/News/Item/U-b005789-U!WWE-20090731/U/WWE,https://www.stockwatch.com/Quote/Fundamentals?U:WWE,13.13,13.32,15.25,13.15,14.51,14.08,122970.0,42,1,0.08933933933933935,2.74,7,31,4,0.5050459220758987,1.0893393393393394
2009-08-10,0.6,1.0,0.02189781,MAC,2009-07-31,AMC,https://www.stockwatch.com/News/Item/U-pLA55109-U!MAC-20090731/U/MAC,https://www.stockwatch.com/Quote/Fundamentals?U:MAC,19.67,19.88,28.03,19.38,27.4,27.03,2459490.0,10,1,0.37826961770623746,3.05,7,31,4,0.4439888749277897,1.3782696177062375
2009-08-25,0.1,1.0,0.021141649,ESEA,2009-08-04,DAY,https://www.stockwatch.com/News/Item/U-i0524576-U!ESEA-20090804/U/ESEA,https://www.stockwatch.com/Quote/Fundamentals?U:ESEA,5.25,5.2999,5.36,4.19,4.73,4.7,114852.65,21,0,-0.10753033076095764,1.9,8,32,1,0.01789068884066276,0.8924696692390424
2009-08-06,0.73,1.0,0.03026534,KSP,2009-08-04,AMC,https://www.stockwatch.com/News/Item/U-b006232-U!KSP-20090804/U/KSP,https://www.stockwatch.com/Quote/Fundamentals?U:KSP,24.12,24.12,24.12,24.12,24.12,21.24,71895.85,2,1,0.0,3.03,8,32,1,0.8022164226299672,1.0
2009-09-03,0.25,1.0,0.025100402,FSC,2009-08-05,AMC,https://www.stockwatch.com/News/Item/U-z0170789-U!FSC-20090805/U/FSC,https://www.stockwatch.com/Quote/Fundamentals?U:FSC,10.41,10.42,11.09,9.5,9.96,9.69,468745.0,29,0,-0.04414587332053732,2.4,8,32,2,0.5051828626915723,0.9558541266794627
2009-09-11,0.35,1.0,0.034313725,ARCC,2009-08-06,DAY,https://www.stockwatch.com/News/Item/U-b005502-U!ARCC-20090806/U/ARCC,https://www.stockwatch.com/Quote/Fundamentals?U:ARCC,9.06,9.08,10.2,8.64,10.2,9.77,499340.0,36,1,0.12334801762114522,3.86,8,32,3,0.31893997617520975,1.1233480176211452
2009-09-28,0.17,1.0,0.020286396,BGS,2009-08-06,AMC,https://www.stockwatch.com/News/Item/U-b006007-U!BGS-20090806/U/BGS,https://www.stockwatch.com/Quote/Fundamentals?U:BGS,8.42,8.72,10.23,7.95,8.38,8.3,89365.0,53,0,-0.03899082568807333,2.02,8,32,3,0.08321283475497543,0.9610091743119267
2009-09-15,0.28,1.0,0.027777778,AINV,2009-08-06,AMC,https://www.stockwatch.com/News/Item/U-i0525661-U!AINV-20090806/U/AINV,https://www.stockwatch.com/Quote/Fundamentals?U:AINV,7.7,8.3,10.18,8.26,10.08,9.85,1596360.0,40,1,0.21445783132530116,3.64,8,32,3,0.29345884143853207,1.2144578313253012
2009-08-12,0.3,1.0,0.031746032,HTGC,2009-08-06,AMC,https://www.stockwatch.com/News/Item/U-b006066-U!HTGC-20090806/U/HTGC,https://www.stockwatch.com/Quote/Fundamentals?U:HTGC,9.34,9.5,9.73,9.1,9.45,9.2,276650.0,6,0,-0.0052631578947369695,3.21,8,32,3,0.523766258781727,0.994736842105263
2009-09-08,0.15,1.0,0.028790787,TICC,2009-08-06,DAY,https://www.stockwatch.com/News/Item/U-i0525313-U!TICC-20090806/U/TICC,https://www.stockwatch.com/Quote/Fundamentals?U:TICC,4.79,5.17,5.51,4.9,5.21,5.06,130715.0,33,1,0.007736943907156624,3.13,8,32,3,0.6770111736708992,1.0077369439071566
2009-11-05,0.74,1.0,0.022129187,MET,2009-08-17,AMC,https://www.stockwatch.com/News/Item/U-b006017-U!MET-20090817/U/MET,https://www.stockwatch.com/Quote/Fundamentals?U:MET,34.4,34.44,41.45,32.16,33.44,33.33,6061895.0,80,0,-0.029036004645760727,2.15,8,34,0,0.8035242936874717,0.9709639953542393
2009-08-20,0.4,1.0,0.042016807,TNK,2009-08-17,AMC,https://www.stockwatch.com/News/Item/U-i0528756-U!TNK-20090817/U/TNK,https://www.stockwatch.com/Quote/Fundamentals?U:TNK,9.12,9.37,9.58,9.34,9.52,9.35,334720.0,3,1,0.016008537886873064,4.39,8,34,0,0.42704627975313997,1.016008537886873
2009-08-27,0.32,1.0,0.17877095,IPAS,2009-08-18,AMC,https://www.stockwatch.com/News/Item/U-i0529159-U!IPAS-20090818/U/IPAS,https://www.stockwatch.com/Quote/Fundamentals?U:IPAS,1.65,1.81,1.86,1.66,1.79,1.5,442501.65,9,0,-0.011049723756906049,19.39,8,34,1,0.669662935653729,0.988950276243094
2009-09-15,0.2,1.0,0.025380711,MPW,2009-08-20,AMC,https://www.stockwatch.com/News/Item/U-b006047-U!MPW-20090820/U/MPW,https://www.stockwatch.com/Quote/Fundamentals?U:MPW,7.41,7.48,7.89,7.11,7.88,7.71,925000.0,26,1,0.053475935828877,2.7,8,34,3,0.36992013654986,1.053475935828877
2009-09-23,1.48,1.0,0.208450704,NPD,2009-08-24,BMO,https://www.stockwatch.com/News/Item/U-pCNM023-U!NPD-20090824/U/NPD,https://www.stockwatch.com/Quote/Fundamentals?U:NPD,6.89,7.99,8.06,5.99,7.1,6.16,411516.3,30,0,-0.11138923654568222,21.48,8,35,0,0.30602532570206287,0.8886107634543178
2009-09-03,0.7,1.0,0.022026432,CTL,2009-08-24,AMC,https://www.stockwatch.com/News/Item/U-pDA65421-U!CTL-20090824/U/CTL,https://www.stockwatch.com/Quote/Fundamentals?U:CTL,31.8,31.98,32.72,31.59,31.87,31.5,3052520.0,10,0,-0.0034396497811132187,2.2,8,35,0,0.5384830008253934,0.9965603502188868
2009-09-03,0.24,1.0,0.029268293,PNNT,2009-08-28,AMC,https://www.stockwatch.com/News/Item/U-i0532071-U!PNNT-20090828/U/PNNT,https://www.stockwatch.com/Quote/Fundamentals?U:PNNT,8.21,8.14,8.5975,7.91,8.2,8.13,113305.0,6,1,0.007371007371007154,2.92,8,35,4,0.6742707088013039,1.0073710073710072
2009-09-11,0.2718,1.0,0.024486486,BCF,2009-09-01,AMC,https://www.stockwatch.com/News/Item/U-b006633-U!BCF-20090901/U/BCF,https://www.stockwatch.com/Quote/Fundamentals?U:BCF,10.18,10.2,11.18,10.16,11.1,11.13,363291.0,10,1,0.08823529411764719,2.67,9,36,1,0.5896158520262975,1.0882352941176472
2009-09-16,0.4,1.049999948,0.023952096,VGR,2009-09-08,AMC,https://www.stockwatch.com/News/Item/U-b006688-U!VGR-20090908/U/VGR,https://www.stockwatch.com/Quote/Fundamentals?U:VGR,16.05,16.08,16.73,16.02,16.7,15.98,239785.0,8,1,0.03855721393034828,2.49,9,37,1,0.6860389308325785,1.0385572139303483
2009-09-28,0.56,1.0,0.036292936,CMO,2009-09-10,AMC,https://www.stockwatch.com/News/Item/U-b006147-U!CMO-20090910/U/CMO,https://www.stockwatch.com/Quote/Fundamentals?U:CMO,13.58,13.56,15.75,13.51,15.43,14.99,579885.0,18,1,0.13790560471976399,4.12,9,37,3,0.43829029870917896,1.137905604719764
2009-09-23,0.22,1.0,0.023939064,OLP,2009-09-11,DAY,https://www.stockwatch.com/News/Item/U-i0536249-U!OLP-20090911/U/OLP,https://www.stockwatch.com/Quote/Fundamentals?U:OLP,8.8999,8.97,9.89,8.64,9.19,9.25,51775.0,12,1,0.024526198439241753,2.47,9,37,4,0.8300518728664672,1.0245261984392418
2009-11-04,0.25,1.0,0.025252525,HST,2009-09-14,AMC,https://www.stockwatch.com/News/Item/U-pPH74933-U!HST-20090914/U/HST,https://www.stockwatch.com/Quote/Fundamentals?U:HST,10.91,10.93,12.2,9.64,10.25,10.33,11028890.0,51,0,-0.06221408966148212,2.29,9,38,0,0.6174915389549912,0.9377859103385179
2009-09-23,0.18,1.0,0.031578947,LXP,2009-09-15,AMC,https://www.stockwatch.com/News/Item/U-pLA76323-U!LXP-20090915/U/LXP,https://www.stockwatch.com/Quote/Fundamentals?U:LXP,5.43,5.46,5.99,5.36,5.7,5.65,1237660.0,8,1,0.04395604395604402,3.31,9,38,1,0.41453249371963313,1.043956043956044
2009-09-28,0.405,1.0,0.030635401,IWA,2009-09-15,DAY,https://www.stockwatch.com/News/Item/U-b005319-U!IWA-20090915/U/IWA,https://www.stockwatch.com/Quote/Fundamentals?U:IWA,11.99,12.22,13.5,12.24,13.22,12.91,266101.1,13,1,0.08183306055646478,3.38,9,38,1,0.6371564479204262,1.0818330605564648
2009-09-28,0.1,1.0,0.027548209,GRT,2009-09-17,AMC,https://www.stockwatch.com/News/Item/U-pCL77769-U!GRT-20090917/U/GRT,https://www.stockwatch.com/Quote/Fundamentals?U:GRT,4.0,4.04,4.25,3.59,3.63,3.6,1070845.0,11,0,-0.10148514851485146,2.5,9,38,3,0.535176860826098,0.8985148514851485
2009-09-28,0.3,1.0,0.049586777,RSO,2009-09-17,DAY,https://www.stockwatch.com/News/Item/U-i0538241-U!RSO-20090917/U/RSO,https://www.stockwatch.com/Quote/Fundamentals?U:RSO,5.25,5.37,6.37,5.37,6.05,5.85,202640.0,11,1,0.12662942271880806,5.71,9,38,3,0.48736704357471483,1.126629422718808
2009-09-29,0.12,1.0,0.030534351,CIM,2009-09-21,AMC,https://www.stockwatch.com/News/Item/U-b006411-U!CIM-20090921/U/CIM,https://www.stockwatch.com/Quote/Fundamentals?U:CIM,3.91,4.12,4.36,3.78,3.93,3.87,7422470.0,8,0,-0.04611650485436891,3.07,9,39,0,0.4340514695974301,0.9538834951456311
2009-09-28,0.215,1.0,0.023318872,ALSK,2009-09-21,AMC,https://www.stockwatch.com/News/Item/U-b006283-U!ALSK-20090921/U/ALSK,https://www.stockwatch.com/Quote/Fundamentals?U:ALSK,8.29,8.39,9.35,8.33,9.22,9.18,247835.05,7,1,0.098927294398093,2.59,9,39,0,0.6206718481468032,1.098927294398093
2009-09-29,0.69,1.0,0.0350788,NLY,2009-09-21,AMC,https://www.stockwatch.com/News/Item/U-b006397-U!NLY-20090921/U/NLY,https://www.stockwatch.com/Quote/Fundamentals?U:NLY,18.7,19.25,19.74,18.11,19.67,18.75,8692280.0,8,1,0.02181818181818196,3.69,9,39,0,0.4032329197402409,1.021818181818182
2009-10-13,2.0,1.0,0.054068667,BKE,2009-09-22,DAY,https://www.stockwatch.com/News/Item/U-i0539426-U!BKE-20090922/U/BKE,https://www.stockwatch.com/Quote/Fundamentals?U:BKE,30.67,30.47,37.49,30.25,36.99,35.05,1040710.0,21,1,0.21398096488349205,6.52,9,39,1,0.5192814026438847,1.213980964883492
2009-09-30,1.4,1.0,0.046235139,AGNC,2009-09-22,AMC,https://www.stockwatch.com/News/Item/U-pPH80029-U!AGNC-20090922/U/AGNC,https://www.stockwatch.com/Quote/Fundamentals?U:AGNC,29.8,30.25,31.42,29.02,30.28,28.55,429840.0,8,1,0.0009917355371902303,4.7,9,39,1,0.5576889797688116,1.0009917355371902
2009-09-30,1.15,1.0,0.038358906,HTS,2009-09-22,AMC,https://www.stockwatch.com/News/Item/U-b006573-U!HTS-20090922/U/HTS,https://www.stockwatch.com/Quote/Fundamentals?U:HTS,33.0,32.8,33.34,29.18,29.98,29.98,562322.65,8,0,-0.08597560975609742,3.48,9,39,1,0.5835153709480194,0.9140243902439026
2009-10-07,0.24,1.0,0.040066778,KCAP,2009-09-24,DAY,https://www.stockwatch.com/News/Item/U-z0173951-U!KCAP-20090924/U/KCAP,https://www.stockwatch.com/Quote/Fundamentals?U:KCAP,5.34,5.41,6.12,5.5,5.99,5.61,117540.0,13,1,0.10720887245841038,4.49,9,39,3,0.5066688892924142,1.1072088724584104
2009-10-01,0.35,1.0,0.023989034,CYS,2009-09-25,AMC,https://www.stockwatch.com/News/Item/U-b005630-U!CYS-20090925/U/CYS,https://www.stockwatch.com/Quote/Fundamentals?U:CYS,14.23,14.0,14.69,13.78,14.59,14.1,144765.0,6,1,0.04214285714285704,2.46,9,39,4,0.6990148839111818,1.042142857142857
2009-10-13,0.38738,1.0,0.023506068,CNSL,2009-09-25,DAY,https://www.stockwatch.com/News/Item/U-z0174063-U!CNSL-20090925/U/CNSL,https://www.stockwatch.com/Quote/Fundamentals?U:CNSL,15.66,15.63,17.33,15.59,16.48,15.94,165900.0,18,1,0.054382597568777946,2.47,9,39,4,0.5311194275383005,1.054382597568778
2009-11-27,0.5,1.0,0.027367269,CVGW,2009-09-28,DAY,https://www.stockwatch.com/News/Item/U-b005140-U!CVGW-20090928/U/CVGW,https://www.stockwatch.com/Quote/Fundamentals?U:CVGW,17.7,18.5,21.0,17.51,18.27,17.65,62840.0,60,0,-0.012432432432432416,2.82,9,40,0,0.842470620409898,0.9875675675675676
